word,x1,y1,x2,y2
,876,65,945,92
,835,62,871,86
,774,62,832,91
,698,66,771,91
,641,65,695,91
,564,61,646,92
,506,62,561,91
,450,65,503,92
,381,70,447,91
,328,63,379,96
,264,63,324,91
,205,63,261,85
,186,71,202,90
,166,69,184,90
,100,62,163,87
,59,64,97,90
,900,134,944,159
,852,132,899,158
,760,129,851,158
,742,139,758,158
,662,130,741,160
,640,132,660,158
,575,132,639,158
,516,132,573,159
,487,133,513,159
,468,137,486,159
,399,135,466,159
,316,133,396,159
,288,137,314,158
,243,131,287,161
,182,132,240,159
,128,131,180,160
,59,132,126,165
,883,200,944,221
,846,205,879,226
,774,205,841,233
,709,203,770,226
,653,199,705,228
,595,200,649,221
,501,194,591,228
,478,200,498,226
,420,203,474,226
,386,200,414,221
,341,200,384,228
,283,195,338,226
,232,199,280,232
,189,198,228,228
,169,207,185,226
,123,200,166,221
,83,200,119,221
,59,200,80,227
,894,268,945,301
,839,267,891,291
,821,276,837,294
,803,268,820,289
,753,267,801,297
,686,268,751,294
,629,271,683,294
,598,268,626,289
,553,268,597,296
,497,263,552,294
,443,268,496,296
,389,268,441,296
,367,268,386,294
,347,274,365,295
,244,268,345,296
,177,268,242,301
,147,266,176,289
,116,274,144,301
,58,266,113,295
,917,336,945,357
,871,336,914,364
,814,332,870,362
,792,336,813,362
,759,336,790,365
,707,336,756,364
,656,333,705,357
,553,336,653,364
,498,336,549,358
,441,336,495,362
,354,330,438,365
,310,336,352,364
,231,336,309,362
,140,336,229,362
,59,334,138,364
,924,404,945,430
,860,404,920,432
,756,404,856,432
,729,404,750,430
,672,404,727,425
,579,399,668,432
,547,404,574,431
,502,402,542,432
,470,402,498,425
,413,406,464,433
,344,403,408,433
,318,404,339,430
,261,404,314,437
,166,402,258,431
,113,404,161,432
,58,404,107,427
,866,470,945,500
,836,472,855,499
,788,469,826,501
,716,472,776,500
,665,470,705,500
,638,480,654,499
,585,472,628,493
,538,473,574,494
,461,473,527,501
,363,478,450,500
,287,472,352,501
,204,468,275,500
,167,478,193,499
,130,478,157,500
,58,468,120,499
,884,541,945,568
,784,535,888,567
,704,544,775,568
,619,541,694,568
,584,546,611,567
,526,543,577,568
,463,541,518,574
,394,540,455,569
,369,548,385,567
,308,541,362,574
,210,544,299,568
,145,543,201,568
,59,541,136,567
,847,607,944,636
,743,607,842,635
,677,609,738,636
,573,602,673,637
,551,617,567,635
,482,609,547,637
,402,607,477,636
,353,609,397,638
,327,609,347,635
,247,614,323,637
,182,609,242,637
,118,609,177,637
,59,609,113,630
,857,671,946,705
,800,677,850,699
,731,677,793,706
,704,677,725,703
,641,676,700,701
,596,676,635,706
,567,680,590,705
,542,682,571,702
,484,677,536,705
,425,677,478,698
,330,671,419,705
,295,683,324,710
,262,677,288,704
,216,675,256,705
,194,685,210,703
,174,677,189,704
,133,677,168,704
,80,673,127,704
,59,677,73,704
,844,745,944,773
,822,745,843,771
,784,751,821,767
,709,745,781,773
,653,741,708,771
,599,745,652,766
,508,739,597,773
,463,745,506,773
,434,745,445,766
,388,745,431,773
,357,745,388,773
,313,745,357,774
,262,745,311,772
,186,746,260,774
,130,745,184,773
,101,751,127,771
,58,743,101,771
,896,813,945,840
,832,813,893,842
,769,817,830,840
