word,x1,y1,x2,y2
,918,63,944,85
,870,63,913,91
,829,68,867,90
,759,65,825,92
,734,63,755,89
,687,63,731,92
,624,60,683,89
,540,63,620,91
,506,70,537,92
,422,63,502,90
,340,61,419,91
,283,66,336,97
,240,65,279,84
,191,63,236,85
,128,66,186,89
,59,62,124,96
,890,135,944,153
,820,130,888,160
,790,137,817,158
,729,133,789,153
,671,134,726,159
,640,129,669,152
,611,137,638,158
,554,128,611,153
,516,137,552,152
,465,132,513,158
,442,140,462,159
,400,126,448,159
,360,133,398,153
,337,132,357,158
,261,132,335,160
,199,127,259,153
,135,132,195,159
,114,137,132,159
,59,132,111,159
,901,195,944,228
,879,200,899,226
,773,195,878,226
,727,205,771,233
,688,208,724,228
,665,200,686,226
,599,200,664,227
,582,200,597,227
,525,200,580,228
,472,198,524,228
,442,200,470,227
,401,198,441,228
,328,200,398,228
,251,205,325,227
,191,200,249,226
,111,198,190,228
,80,205,109,233
,58,200,78,226
,888,268,945,295
,836,269,885,301
,782,266,834,296
,753,274,780,294
,701,270,751,295
,640,268,699,296
,563,268,638,296
,501,263,562,289
,438,268,498,295
,409,274,436,294
,357,268,408,295
,314,274,355,295
,296,276,312,294
,232,266,295,295
,175,271,229,294
,145,268,171,289
,99,268,142,296
,59,273,98,295
,879,338,944,365
,857,341,876,363
,799,336,854,364
,747,336,796,364
,686,336,745,363
,631,336,682,364
,597,343,628,365
,514,336,594,363
,495,344,511,362
,404,333,494,364
,368,330,408,359
,345,336,366,362
,292,334,344,364
,236,338,288,370
,184,334,234,364
,153,334,182,357
,118,336,150,365
,59,336,115,362
,924,404,945,430
,871,406,924,438
,807,400,870,426
,750,404,806,432
,657,405,748,433
,609,402,662,425
,556,404,607,426
,521,410,554,431
,505,404,520,431
,455,404,503,430
,436,410,454,431
,317,404,434,432
,257,404,316,432
,181,404,256,433
,121,400,181,426
,59,405,119,432
,919,478,944,499
,857,472,915,499
,766,470,853,500
,705,467,762,494
,674,478,700,499
,634,478,670,493
,581,473,629,499
,539,471,577,495
,500,479,535,500
,480,472,497,493
,435,480,475,505
,382,469,431,500
,351,474,378,500
,290,473,347,498
,234,473,268,493
,189,477,228,500
,119,474,184,501
,94,473,114,499
,59,479,90,501
,865,541,944,568
,846,548,862,567
,755,537,845,569
,720,535,759,564
,696,541,716,567
,643,538,695,568
,572,541,638,574
,506,541,568,562
,458,544,502,568
,428,539,463,570
,367,541,425,567
,348,548,364,567
,304,541,346,568
,249,543,302,568
,197,541,246,564
,115,539,194,568
,97,541,111,568
,59,541,94,568
,897,604,945,636
,843,611,896,642
,815,615,842,635
,772,609,814,637
,732,612,771,630
,676,608,729,636
,632,607,677,632
,600,615,630,637
,485,605,598,637
,430,608,483,636
,336,609,428,638
,286,609,335,632
,264,609,285,635
,218,608,263,638
,121,606,216,635
,59,609,119,636
,901,677,944,710
,810,677,898,706
,730,677,806,706
,697,683,725,710
,666,683,693,703
,629,682,664,698
,577,677,624,703
,531,677,572,703
,504,674,537,698
,457,680,500,704
,406,678,453,699
,346,671,403,699
,270,681,342,705
,239,683,266,703
,206,677,237,705
,166,682,202,698
,109,679,162,711
,59,675,106,705
,894,745,944,772
,873,745,892,771
,852,751,871,772
,795,745,850,774
,753,746,764,766
,693,745,750,773
,639,745,691,773
,616,745,637,771
,570,745,615,774
,472,742,567,771
,390,745,470,773
,338,745,388,768
,269,745,336,779
,204,745,266,767
