word,x1,y1,x2,y2
معاون,889,62,944,91
سیاسی,816,63,884,92
امنیتی,749,62,812,92
و,731,72,745,91
اجتماعی,647,62,728,92
استانداری,553,62,643,91
کرمانشاه,469,62,549,91
در,439,68,464,91
ادامه,391,62,436,84
با,371,62,387,89
اشاره,319,62,367,91
به,294,68,314,89
دستور,229,67,290,91
مقام,184,62,226,91
معظم,126,62,180,92
رهبری,58,69,122,91
مبنی,895,129,944,152
بر,868,132,888,152
بکار,825,123,863,152
گیری,776,122,830,152
ظرفیت,702,123,769,152
درمانی,632,123,695,152
نیروهای,550,123,625,152
مسلح,490,123,543,152
برای,440,123,483,152
کنترل,374,123,435,152
بیماری,302,123,368,152
کرونا,249,123,297,152
تصریح,181,127,243,152
کرد:,133,123,175,152
با,111,123,127,150
اعلام,58,122,105,152
آمادگی,877,181,944,213
نیروهای,797,183,873,212
مسلح,739,183,793,213
در,710,189,735,212
استان,652,183,707,212
کرمانشاه,568,183,649,212
حداقل,502,183,564,212
20,466,184,493,206
1,455,185,466,206
تخت,401,185,449,206
به,376,189,397,210
ظرفیت,305,183,372,212
مراکز,249,183,301,212
درمانی,182,184,246,213
افزوده,122,183,179,212
خواهد,59,183,118,212
شد.,907,246,944,266
خوش,848,246,903,273
اقبال,796,244,843,273
افزود:,740,244,792,273
در,711,250,735,273
شرایطی,633,244,707,273
قرار,592,244,629,273
داریم,539,244,589,273
که,507,244,535,266
بیماری,437,244,503,273
کرونا,386,244,434,273
هیچ,341,250,382,274
رحمی,277,252,337,273
به,253,250,273,271
کسی,198,244,250,273
نمی,155,247,194,273
کند,112,244,151,266
و,95,253,108,273
این,58,244,91,273
توقع,900,305,944,334
از,879,304,897,333
مردم,830,310,877,334
وجود,776,310,827,333
دارد,733,304,773,333
که,703,305,731,326
با,684,305,700,332
رعایت,616,305,674,333
دستورالعمل,503,304,612,333
های,459,305,500,332
بهداشتی،,369,305,455,334
همکاری,289,305,365,333
بیشتری,213,308,286,333
جهت,157,309,209,333
کنترل,94,305,155,333
این,59,304,92,333
بیماری,879,365,945,394
داشته,819,365,875,387
باشند.,757,365,815,392
در,728,371,753,394
شبانه,673,365,725,392
روز,636,371,669,394
گذشته,569,365,634,387
45,533,365,564,388
نفر,499,367,530,394
به,475,371,496,392
جمع,424,373,471,395
بیماران,353,365,420,394
کرونایی,277,365,350,395
بستری,209,370,274,394
در,180,371,205,394
مراکز,125,365,177,394
درمانی,59,365,123,395
استان,889,426,945,455
اضافه,832,426,883,448
شد,793,428,826,448
و,774,436,788,455
جمع,721,434,768,456
موارد,666,426,715,455
مثبت,607,430,660,453
بستری,536,431,601,455
از,512,426,530,455
ابتدای,447,426,507,454
شیوع,390,428,441,456
بیماری,317,426,384,455
تاکنون,247,426,311,455
به,220,432,241,453
1,199,427,210,448
51,155,427,182,449
نفر,119,428,150,455
رسید.,58,432,114,455
همچنین,864,493,945,516
در,835,493,860,515
24,801,487,831,509
ساعت,740,487,798,509
گذشته,672,486,737,509
88,636,487,667,509
مورد,589,493,634,515
بیمار,538,487,586,515
مثبت,482,490,535,514
سرپایی,410,487,479,516
نیز,378,490,407,515
در,350,493,375,515
استان,292,487,347,516
شناسایی,863,559,944,589
شد,828,561,860,581
و,811,569,825,588
جمع,762,567,810,589
موارد,710,559,760,588
سرپایی,640,559,708,589
مثبت,583,563,637,586
در,556,565,581,588
استان,499,559,555,588
به,476,565,497,586
16,445,560,472,582
هزار,399,559,440,588
و,383,569,397,588
655,336,560,380,582
نفر,304,561,335,588
رسید.,246,565,302,588
هم,214,566,244,588
اکنون,156,559,211,588
555,107,560,152,582
بیمار,57,559,105,588
مربوط,885,620,944,649
به,859,626,880,647
کرونا,807,620,855,649
در,777,626,802,649
مراکز,721,620,773,649
درمانی,654,621,718,650
استان,593,620,649,649
بستری,524,625,588,649
هستند,454,625,519,642
که,422,620,450,642
بالاترین,346,620,417,649
تعداد,290,620,340,642
تاکنون,222,620,286,649
است.,167,620,217,643
تعداد,112,620,162,642
موارد,58,620,107,649
فوت,902,681,945,710
در,875,687,900,710
اثر,847,681,873,710
ابتلا,806,681,846,708
قطعی,749,681,805,710
به,726,687,747,708
ویروس,658,690,724,710
کرونا,609,681,657,710
هم,576,687,607,710
در,549,687,574,710
24,515,681,546,703
ساعت,456,681,514,703
گذشته,389,680,454,703
در,361,687,387,710
استان,305,681,360,710
هفت,256,683,303,703
نفر,223,683,253,710
می,190,690,221,710
باشد,143,681,187,708
و,127,690,141,710
مجموع,59,687,125,710
جان,903,741,944,770
باختگان,824,741,900,770
در,796,747,821,770
اثر,767,741,794,770
ابتلا,725,741,765,768
به,702,747,723,768
