word,x1,y1,x2,y2
کرونا,897,62,945,91
در,866,68,892,91
استان,807,62,862,91
کرمانشاه,722,62,802,91
از,697,62,716,91
ابتدای,634,62,693,90
اپیدمی,563,62,629,92
تا,540,63,557,84
کنون,483,62,535,91
به,457,68,478,89
693,406,63,450,85
نفر,371,64,402,91
رسیده,307,68,367,91
است.,252,62,302,85
13,217,63,245,85
سال,167,62,209,91
حبس,106,70,162,91
برای,58,62,101,91
رهبران,879,123,945,152
حزب,826,128,876,152
راست‌افراطی,709,122,822,152
یونان,656,123,705,152
به,632,129,652,150
گزارش,563,122,628,152
ایسنا،,505,122,559,150
به,481,129,501,150
نقل,441,123,477,151
از,419,123,437,152
خبر,377,125,416,152
گزاری,323,122,382,152
آسوشیتدپرس،,186,120,320,152
ماریا,139,123,182,152
لپنیوتی،,58,123,135,152
قاضی,892,183,945,213
مسئول,823,184,888,212
این,787,183,820,212
دادگاه,726,183,784,205
امروز,675,183,724,212
به,653,189,674,210
قرائت,597,183,650,212
حکم,548,184,594,213
علیه,503,184,545,210
نیکوس,433,184,500,212
میکالولیاکوس,305,183,431,212
و,288,193,302,212
هفت,239,185,286,206
قانونگذار,156,183,236,212
سابق,106,183,154,212
دیگر,57,183,103,212
پرداخت.,866,244,944,273
این,829,244,862,273
حکم,777,244,823,273
مجازات,702,244,772,273
در,672,250,697,273
پی,639,253,668,273
یک,599,244,634,271
فرآیند,535,241,594,273
پنج,494,250,530,274
ساله,446,244,489,266
محاکمه,369,244,441,267
ده‌ها,321,244,364,266
تن,288,248,316,273
از,265,244,283,273
مقام‌های,182,244,261,274
ارشد،,124,244,176,273
اعضا,76,244,119,266
و,57,253,71,273
حامیان,877,305,944,333
حزب,824,310,874,333
راست,767,304,822,333
افراطی,700,304,765,334
سپیده‌دم,615,310,697,334
طلایی,552,305,612,334
مطرح,493,305,548,334
می‌شود.,416,307,490,334
این,380,304,413,333
سازمان,310,305,377,333
در,281,310,307,333
دهه,240,310,279,326
980,192,305,232,327
1,180,305,191,327
به,154,310,175,332
عنوان,96,304,151,333
یک,58,305,93,332
گروه,900,365,945,394
نئو,867,369,897,394
نازی,820,365,864,394
پایه‌گذاری,723,365,816,394
شده,677,367,719,387
و,659,375,673,394
بعدا,619,365,656,392
ترقی,568,366,615,395
پیدا,527,365,564,394
کرده,476,365,524,394
و,458,375,472,394
به,435,371,455,392
جایگاه,370,365,431,392
سومین,300,372,367,394
نیروی,239,368,296,394
سیاسی,167,365,235,395
بزر,133,371,164,394
گ,111,365,139,387
یونان,58,365,107,394
در,919,432,944,455
زمان,871,426,917,455
بحران,810,426,867,455
مالی,763,426,807,456
بزر,729,432,759,455
گ,707,426,735,448
دهه,665,432,703,448
گذشته,595,426,661,448
رسید.,536,432,592,455
همچنین,450,432,532,455
1,431,427,442,449
1,417,427,428,449
نماینده,344,426,411,453
سابق,291,426,340,455
دیگر,241,426,287,455
پارلمان,171,426,238,455
نیز,137,430,167,455
به,113,432,134,453
خاطر,57,426,110,455
عضویت,874,489,944,515
در,845,493,870,515
یک,807,487,842,514
سازمان,736,487,803,516
مجرم,680,494,732,516
مجازات‌های,569,486,676,515
حبس,510,495,566,516
بین,470,494,507,516
پنج,431,492,466,516
تا,410,487,427,509
هفت,359,488,406,509
سال,314,487,356,515
زندان,259,486,311,516
دریافت,189,487,255,515
کردند.,124,487,185,515
یکی,79,487,121,516
از,57,487,76,515
شر,914,549,944,576
کای,878,547,919,575
حزب,825,553,875,576
نیز,793,551,823,576
از,772,547,790,576
بابت,728,547,770,574
اتهام,680,547,725,577
قتل,639,547,678,576
پاولوس,569,547,636,576
فیساس،,490,547,566,576
خواننده,416,547,487,576
رپ,380,556,413,576
یونانی,320,547,376,577
در,292,553,318,576
حمله‌ای,216,547,290,575
در,187,553,213,576
سال,144,547,186,576
13,112,548,140,570
20,82,548,108,570
به,59,553,79,574
حبس,889,616,944,637
ابد,857,608,885,635
محکوم,788,608,853,637
شد.,746,610,784,630
قتل,703,608,742,636
وی,667,615,699,636
عملیات,592,608,662,635
سر,558,617,587,637
کوب,516,608,562,636
علیه,469,608,511,635
این,432,608,465,637
حزب,377,613,427,637
را,355,607,373,637
در,326,614,351,637
یونان,273,608,322,637
به,247,614,268,635
راه,216,607,243,637
انداخت.,139,608,212,630
13,105,608,133,630
هزار,58,608,98,637
هکتار,890,668,945,697
از,870,668,889,697
سامانه,809,668,868,690
گرمسیری,714,668,806,697
در,686,674,711,697
کرمانشاه,604,668,685,697
را,583,668,601,697
افتتاح,524,668,581,698
می‌کند,456,668,521,698
هدایت,391,668,453,695
حاتمی,324,668,388,698
در,296,674,322,697
گفت,248,668,295,691
و,231,678,245,697
گو,202,668,229,697
با,185,668,200,695
ایسنا،,128,668,182,695
با,110,669,125,695
اشاره,58,668,107,697
به,924,735,945,756
اجرای,863,729,920,758
پروژه,810,733,859,759
بزر,777,735,807,758
گ,754,729,782,751
سامانه,692,729,751,751
گرمسیری،,592,729,689,758
اظهار,536,729,588,758
کرد:,492,729,535,758
13,460,730,488,752
هزار,413,729,455,758
هکتار,356,730,411,758
از,336,729,354,758
سامانه,274,729,333,751
گرمسیری،6,160,729,272,758
