word,x1,y1,x2,y2
,1583,119,1597,152
,1562,119,1576,152
,1498,119,1545,164
,1453,119,1484,161
,1348,116,1439,155
,1188,119,1331,164
,1091,118,1171,163
,1053,112,1076,152
,998,118,1055,163
,924,119,999,163
,860,121,907,164
,822,119,864,166
,778,128,805,163
,688,116,762,166
,629,133,672,161
,537,119,633,163
,548,124,563,136
,437,118,520,166
,340,121,420,152
,226,133,320,160
,237,124,252,136
,172,115,209,153
,103,118,175,174
,1451,241,1603,291
,1384,249,1443,288
,1227,243,1375,291
,1174,237,1219,282
,1086,244,1165,300
,1036,254,1077,286
,993,259,1030,289
,940,244,997,300
,846,244,931,278
,729,233,839,286
,711,244,720,277
,671,255,711,291
,569,241,660,288
,556,257,569,278
,524,258,547,286
,494,241,528,277
,437,247,494,288
,366,237,430,281
,329,244,358,286
,221,232,321,291
,181,259,213,289
,118,246,185,289
,103,254,122,277
,1580,383,1603,411
,1483,358,1576,403
,1504,374,1519,386
,1432,383,1475,411
,1335,369,1436,414
,1305,369,1326,413
,1270,374,1306,413
,1241,369,1262,413
,1155,366,1231,402
,1108,358,1146,402
,1085,372,1110,406
,1053,383,1076,411
,1008,369,1046,410
,944,357,1008,413
,851,366,935,416
,799,365,843,402
,759,384,791,414
,713,374,753,416
,626,369,703,411
,533,372,617,413
,544,374,559,386
,498,378,525,413
,386,369,489,413
,397,374,412,386
,337,384,376,414
,290,383,341,414
,275,379,294,402
,225,379,265,411
,131,369,218,410
,99,383,122,411
,1515,494,1604,536
,1399,494,1504,536
,1284,494,1388,541
,1203,494,1273,541
,1113,494,1192,527
,1015,494,1104,538
,940,504,1005,536
,871,494,929,537
,837,508,860,536
,788,508,830,536
,695,494,791,538
,706,499,721,511
,657,494,685,536
,532,499,646,536
,420,499,521,539
,443,499,458,511
,357,494,409,527
,306,509,358,538
,317,499,332,511
,273,508,296,536
,234,494,265,536
,185,494,239,527
,136,509,174,539
,103,504,140,549
,1504,619,1603,653
,1515,624,1530,636
,1472,633,1495,661
,1403,619,1465,664
,1377,629,1406,653
,1292,622,1369,663
,1190,616,1283,652
,1158,633,1181,661
,1085,618,1151,664
,1011,619,1089,653
,1034,624,1049,636
,960,619,1012,662
,835,618,950,666
,796,622,839,656
,760,628,788,663
,678,616,751,666
,627,633,669,661
,521,619,630,663
,545,624,560,636
,434,615,514,666
,329,622,426,663
,352,624,367,636
,255,611,320,663
,204,633,247,661
,132,619,208,666
,99,633,122,661
,1544,743,1603,800
,1516,744,1537,788
,1481,749,1516,788
,1453,754,1472,777
,1326,744,1453,791
,1285,759,1318,789
,1242,754,1289,778
,1142,736,1233,799
,1067,741,1133,791
,1036,758,1059,786
,965,744,1030,786
,927,744,969,780
,899,754,918,777
,859,755,899,791
,823,744,851,786
,742,744,815,788
,710,758,733,786
,628,744,705,798
,550,733,631,789
,439,744,542,788
,450,749,465,761
,354,744,431,788
,293,754,345,786
,264,744,286,788
,201,744,257,788
,184,744,193,777
,144,755,184,791
,102,740,147,777
,1555,874,1604,913
,1515,869,1545,911
,1430,871,1509,924
,1338,865,1423,914
,1227,869,1330,913
,1238,874,1253,886
,1158,868,1218,913
,1075,866,1150,924
,1025,883,1067,911
,932,869,1028,913
,943,874,958,886
,900,883,923,911
,813,868,894,924
,1583,1016,1604,1060
,1476,1008,1570,1054
,1355,1004,1463,1061
,1302,1026,1342,1058
,1204,1016,1293,1058
,1086,1016,1191,1058
,1030,1016,1073,1061
,1025,1016,1034,1049
,967,1019,1025,1063
,892,1016,954,1060
,794,1016,879,1050
,818,1021,833,1033
,691,1005,784,1050
,712,1021,727,1033
,637,1030,679,1058
,544,1016,640,1060
,555,1021,570,1033
,498,1031,532,1063
,401,1016,502,1061
,330,1013,392,1071
,210,1015,317,1063
,165,1031,199,1061
,135,1026,169,1049
,100,1030,123,1058
,1502,1140,1603,1177
,1428,1140,1494,1175
,1439,1146,1454,1158
,1410,1141,1419,1174
,1377,1156,1411,1186
,1348,1141,1381,1178
,1319,1141,1340,1185
,1232,1151,1311,1188
,1190,1156,1224,1188
,1064,1141,1193,1186
,1029,1150,1056,1185
,946,1144,1022,1185
,915,1156,938,1183
,846,1146,919,1185
,753,1141,837,1175
,776,1146,791,1158
,714,1141,744,1183
,699,1141,708,1174
,660,1152,700,1188
,610,1155,652,1183
,523,1141,604,1188
,493,1134,516,1174
,457,1156,496,1186
,361,1129,460,1178
,284,1141,353,1183
,245,1157,288,1188
,166,1151,236,1188
,137,1141,158,1185
,102,1146,138,1185
,1563,1276,1603,1308
,1546,1266,1555,1299
,1506,1277,1546,1313
,1423,1281,1495,1311
,1395,1266,1416,1310
,1275,1265,1385,1310
,1286,1271,1301,1283
,1209,1266,1264,1321
,1168,1281,1200,1311
,1084,1266,1172,1308
,1039,1266,1074,1299
,1020,1280,1039,1321
,928,1275,1009,1307
,842,1271,917,1311
,815,1266,836,1310
,723,1262,804,1310
,681,1281,713,1311
,581,1268,674,1311
,545,1279,584,1300
,556,1271,571,1283
,484,1270,534,1311
,383,1266,487,1308
,331,1280,373,1308
,238,1266,334,1310
,249,1271,264,1283
,136,1255,229,1300
,157,1271,172,1283
,103,1266,126,1299
,1581,1395,1604,1433
,1520,1391,1585,1438
,1469,1387,1513,1424
,1401,1390,1460,1447
,1373,1401,1392,1424
,1333,1402,1373,1438
,1274,1395,1324,1436
,1258,1401,1277,1424
,1222,1391,1250,1433
,1113,1390,1213,1445
,1035,1383,1105,1424
,967,1394,1027,1438
,932,1396,967,1436
,895,1391,935,1424
,845,1401,886,1433
,735,1391,840,1433
,626,1390,726,1445
,530,1391,616,1432
,472,1405,521,1436
,411,1387,478,1425
,422,1396,437,1408
,363,1406,402,1436
,334,1391,367,1436
,249,1391,328,1424
,163,1391,241,1435
,102,1401,154,1433
,1583,1516,1604,1560
,1520,1516,1575,1560
,1502,1516,1511,1549
,1462,1527,1502,1563
,1421,1512,1465,1549
,1301,1516,1411,1558
,1215,1514,1292,1554
,1142,1513,1207,1561
,1113,1530,1136,1558
,1069,1531,1107,1561
,1035,1526,1073,1571
,918,1516,1026,1560
,887,1531,910,1558
,835,1516,891,1558
,775,1516,839,1558
