word,x1,y1,x2,y2
پنجشنبه,862,66,944,91
(23,818,63,858,88
مرداد),754,62,813,91
بصورت,682,67,749,91
ویدئو,627,65,677,91
کنفرانس,550,62,632,91
توسط,489,62,545,91
رئیس,429,65,484,91
جمهور,360,70,424,91
افتتاح,300,62,356,92
خواهد,236,62,295,91
داشت,174,62,231,85
و,155,72,170,91
به,131,68,152,89
احتمال,58,62,126,91
زیاد,907,123,945,152
وزیر,861,129,902,152
جهاد,809,123,858,151
کشاورزی,719,123,806,152
و,701,132,715,152
مسئولینی,606,123,697,152
از,583,123,601,152
وزارت,523,123,579,152
نیرو,480,126,518,152
را,458,123,475,152
نیز,424,126,454,152
به,399,129,420,150
صورت,334,128,395,152
حضوری,254,126,330,152
در,224,129,250,152
محل,174,123,221,151
اجرای,112,122,169,152
پروژه,58,127,107,152
خواهیم,875,183,944,213
داشت.,810,183,871,206
وی,774,191,807,212
مجموع,704,189,770,213
وسعت,640,188,700,212
پروژه,587,187,636,213
سامانه,524,183,583,205
گرمسیری,430,183,522,212
را,409,183,426,212
حدود,351,189,405,212
34,315,183,347,206
هزار,272,183,313,212
هکتار,215,183,269,212
اعلام,165,183,212,213
کرد,124,183,162,212
و,106,193,121,212
ادامه,59,183,104,205
داد:,909,244,945,266
بنا,882,244,907,271
داریم,829,244,879,273
امسال,768,244,826,273
و,752,253,765,273
تا,732,244,748,266
اوایل,683,244,729,273
زمستان,608,244,680,273
حدود,551,250,605,273
23,517,245,548,266
هزار,473,244,514,273
هکتار,417,244,471,273
از,396,244,415,273
این,362,244,395,273
پروژه,309,248,358,273
را,289,244,306,273
به,265,250,285,271
بهره‌برداری,162,244,262,273
برسانیم,89,244,158,273
که,59,244,86,266
هم,914,311,945,333
اکنون,857,305,913,333
13,826,305,855,327
هزار,782,304,823,333
هکتار از,708,304,781,333
این,674,304,707,333
میزان,619,304,673,333
آماده,570,302,617,327
بهره‌برداری,468,304,568,333
است.,417,304,467,327
معاون,359,305,415,333
هماهنگی,271,304,358,334
امور اقتصادی,150,304,269,333
استانداری,59,304,149,333
کرمانشاه,864,365,945,394
از,843,365,862,394
مزایای,780,365,841,394
بهره‌برداری,677,365,777,394
از,655,365,674,394
سامانه,595,365,653,387
گرمسیری,500,365,591,394
یاد,468,365,497,392
کرد,428,365,466,394
که,398,365,426,387
بخش,343,367,395,394
عظیمی,269,365,340,395
از,248,365,266,394
مزارع,195,365,246,395
کشاورزی,106,365,192,394
غرب,58,366,103,394
استان,889,426,945,455
کرمانشاه,802,426,882,455
را,777,426,794,455
آبی,734,423,769,456
خواهد,667,426,727,455
کرد,622,426,660,455
و,601,436,615,455
ادامه,549,426,594,448
داد:,506,426,541,448
افزایش,433,426,498,455
بهره‌وری،,341,433,425,455
افزایش,268,426,333,455
عملکرد,191,426,260,455
در,158,432,184,455
هر,124,432,152,455
هکتار،,59,426,118,455
سرمایه‌گذاری‌های,784,486,944,515
جدیدی,704,492,777,514
خصوصا,626,487,696,515
در,593,493,618,515
حوزه,537,492,586,515
صنایع,472,487,529,516
تبدیلی,399,487,463,516
و,377,496,391,515
صنایع,312,487,369,516
بسته‌بندی،,205,491,304,514
توسعه,138,490,196,515
صادرات,58,486,130,515
محصولات,852,547,944,576
کشاورزی،,755,547,847,576
تقویت,689,549,748,576
گردشگری,588,547,683,576
و,568,557,582,576
افزایش,497,547,562,576
تولیدات,417,547,491,576
باغی,367,547,411,577
از,343,547,361,576
مهمترین,255,552,337,576
مزایای,187,547,248,576
اجرای,123,547,181,576
سامانه,58,547,117,569
گرمسیری,853,607,945,637
است.,799,608,849,630
حاتمی,730,608,794,637
از,708,608,726,637
اشتغال,638,607,703,636
قابل,593,608,634,636
توجه,540,612,588,636
پروژه,486,611,535,637
سامانه,422,608,481,630
گرمسیری,326,607,418,637
هم,290,614,321,637
یاد,257,608,286,635
کرد,216,608,254,637
و,197,617,211,636
با,177,608,193,635
بیان,132,608,173,637
اینکه,79,608,127,635
با,58,608,74,635
بهره‌برداری,844,668,945,697
از,822,668,841,697
همه,779,674,820,691
34,742,668,774,691
هزار,698,668,739,697
هکتار,641,668,696,697
سامانه,579,668,638,690
گرمسیری,484,668,576,697
برای,437,668,480,697
1,404,669,415,691
هزار,357,668,398,697
نفر,323,670,354,697
شغل,274,669,320,697
ایجاد,221,668,270,695
می‌شود،,142,671,217,698
افزود:,86,668,139,697
در,57,674,82,697
کنار,903,730,945,758
ایجاد,853,729,902,756
مشاغل,784,729,849,758
جدید،,722,735,781,756
