word,x1,y1,x2,y2
روحانیت,865,62,945,91
هستند،,792,67,862,84
گفت:,737,62,789,85
رفتارها،,665,62,735,91
سخنان,596,62,662,91
و,579,72,593,91
کردار,525,62,578,91
روحانیت,444,63,524,91
باید,406,62,441,89
دل‌های,334,62,403,91
مومنان,266,62,331,91
را,246,62,264,91
متوجه,183,67,243,91
خداوند,115,62,180,91
و,98,72,112,91
ائمه,59,62,97,85
معصومین,856,130,944,152
کند،,808,123,853,145
در,780,129,805,152
غیر,743,124,777,152
این,707,123,740,152
صورت,643,128,704,152
مبلغ,595,123,640,152
دین,552,129,592,152
در,524,129,549,152
رسالت,460,123,521,152
خود,416,125,457,152
موفق,362,123,412,152
عمل,314,123,359,151
نکرده,258,123,311,152
است.,205,122,255,145
رئیس,147,126,202,152
حوزه‌های,58,123,144,152
علمیه,889,183,944,210
استان,832,183,887,212
هم,799,190,829,213
در,770,189,796,212
این,737,183,769,212
مراسم,676,183,734,213
با,657,183,673,210
بیان,614,183,655,212
این‌که,556,183,612,212
این,520,183,553,212
مراسم,459,183,517,213
همه,416,189,457,206
ساله,371,183,413,205
همزمان,296,183,368,212
با,278,184,294,210
میلاد,225,184,275,210
آخرین,160,181,223,212
منجی,101,189,158,213
عالم,58,183,98,213
بشریت,880,248,945,273
حضرت,809,247,877,273
بقیه,766,246,806,271
الله,734,242,763,266
اعظم,682,244,732,273
با,664,244,680,271
حضور,603,247,660,273
1,557,245,569,266
طلبه,506,244,553,271
انجام,456,244,503,274
میگرفت،,371,243,452,273
گفت:,316,244,369,266
امسال,256,244,313,273
به,232,250,253,271
دلیل,183,244,229,273
شیوع,127,246,179,274
ویروس,59,253,124,273
و,931,314,945,333
تاکید,876,305,927,331
بر,852,314,873,333
نبود,809,308,849,333
اجتماعات,716,304,805,331
بزر,682,310,712,333
گ,660,304,687,327
این,623,304,656,333
مراسم,560,305,618,334
هم,526,311,556,334
بر,502,314,523,333
گزار,466,304,507,333
نشد.,419,308,463,327
حجت,359,309,415,331
الاسلام,289,304,354,334
احمد,234,304,284,327
مطهری,160,305,230,333
اصل,114,304,156,333
افزود:,58,304,110,333
در,919,371,945,394
مناسبت‌های,804,365,917,393
مختلف,733,365,800,387
ملی,692,365,730,395
و,674,374,688,394
مذهبی,605,366,671,395
طلاب,546,365,600,392
واجد,496,365,542,394
شرایط,431,365,491,394
از,409,365,427,394
همه,365,371,406,388
مدارس,295,365,361,394
علوم,248,365,291,394
دینی,195,371,244,395
استان,136,365,192,394
به,112,371,133,392
لباس,58,365,108,394
مقدس,882,428,944,455
روحانیت,797,426,877,455
ملبس,734,426,791,455
خواهند,660,426,729,455
شد.,617,428,655,448
به,592,432,613,453
گزارش,521,426,586,455
روابط,464,426,516,455
عمومی,392,433,458,456
دفتر,343,427,387,455
نماینده,272,426,339,453
ولی,230,426,266,456
فقیه,182,427,225,453
در,151,432,177,455
آذربایجان,58,423,147,455
شرقی،,883,487,944,516
پنج,843,493,879,516
نفر,808,488,839,515
از,788,487,806,515
طلاب,730,487,784,514
مدرسه,662,492,725,515
ولیعصر,592,487,659,515
(عج)،,536,488,589,516
یک,496,487,532,514
نفر,462,488,493,515
از,441,486,459,515
مدرسه,374,492,438,515
طالبیه,310,487,370,514
و,293,496,307,515
پنج,253,493,289,516
نفر,220,489,250,515
از,198,486,217,515
مدرسه,132,492,195,515
سفیران,59,487,127,516
هدایت,883,547,945,574
امروز,830,547,879,576
به,807,553,828,574
لباس,754,547,804,576
روحانیت,670,547,750,576
ملبس,610,547,667,576
شدند.,550,549,606,569
1,489,548,501,570
1,476,548,487,570
میلیارد,404,547,470,576
تومان,347,547,401,576
معوقات,274,547,344,576
بانک‌ها,207,547,271,574
را,186,547,204,576
وصول,126,547,183,576
کردیم/,56,547,124,577
کاداستر,872,608,945,637
سرعت,805,613,867,637
می‌,768,617,800,637
گیرد,726,607,772,637
علی,681,608,720,637
هادی,623,608,675,635
چگنی,559,607,617,637
در,529,614,553,637
مراسم,465,608,523,637
تودیع,405,612,459,637
و,386,617,400,636
معارفه,322,608,381,637
مدیر,271,614,315,637
کل,242,608,275,636
ثبت,196,609,237,635
اسناد,140,608,190,630
و,121,617,134,636
املاک,58,608,116,631
استان,890,668,944,697
کرمانشاه,805,668,885,697
که,773,668,801,690
امروز,720,668,769,697
(,706,670,718,694
20,678,669,704,691
اردیبهشت),570,668,673,697
بر,545,677,566,697
گزار,510,668,551,697
شد،,468,671,507,690
با,448,668,464,695
بیان,403,669,444,697
اینکه,350,668,399,695
سازمان,279,668,346,697
ثبت,233,670,273,695
اسناد,178,668,229,690
و,159,678,173,697
املاک,98,668,156,692
یک,58,668,93,695
سازمان,877,729,944,758
بزر,844,735,874,758
گ,822,729,849,751
خدمات,749,729,818,752
رسان,694,730,746,758
در,666,735,691,758
کشور,610,730,664,758
است،,557,729,609,752
اظهار,503,729,554,758
کرد:,466,730,508,758
در,437,735,462,758
این,402,729,434,758
سازمان,331,730,398,758
علاوه,278,730,327,758
بر,254,738,275,758
صدور,197,735,252,758
و,181,739,195,758
انتقال,124,729,179,758
اسناد،,65,729,121,751
