word,x1,y1,x2,y2
اقدامات,874,62,944,85
و,856,72,871,91
پیشرفت,777,63,853,91
ها,752,62,774,84
در,723,68,748,91
این,687,62,720,91
زمینه,631,68,684,91
اما,603,62,627,84
توافق,548,62,599,91
و,530,72,544,91
تعهدات,457,62,527,91
مربوط,395,62,454,91
به,371,68,392,89
وزارت,311,62,367,91
ارتباطات,227,62,307,91
به,202,68,223,89
صورت,138,67,199,91
کامل,86,62,135,91
در,57,68,82,91
این,912,123,945,152
دو,882,129,907,152
شهرستان,789,123,877,152
اجرایی,721,123,785,152
نشده,667,126,716,145
است.,613,123,663,145
نماینده,541,123,608,150
مردم,488,129,535,152
کرمان,425,123,484,152
و,407,132,420,152
راور,366,123,402,152
در,336,129,361,152
مجلس,268,123,332,152
با,247,123,263,150
اشاره,194,123,243,152
به,169,128,190,150
اینکه,116,123,164,150
بخش,59,125,111,152
عمده,894,189,944,206
ای,864,183,892,211
از,843,183,862,212
تعهدات,772,183,842,212
در,744,189,770,212
کرمان,684,183,744,212
و,668,193,682,212
راور,629,183,667,212
عملیاتی,553,183,627,213
نشده،,496,187,551,205
بیان,453,183,494,212
کرد:,409,184,451,212
مشکلات,326,184,406,207
ارتباطی,252,183,324,213
و,235,193,249,212
مخابراتی,152,183,233,213
در,124,189,150,212
شهرک,59,184,123,212
الله,916,242,945,266
آباد,878,241,912,271
کرمان,816,244,875,273
به,791,250,812,271
قوت,745,245,788,273
خود,700,246,741,273
باقی,655,244,696,273
است,606,244,651,266
و,588,253,602,273
حوزه,537,250,585,273
تلفن,487,244,533,273
ثابت,440,244,484,271
و,423,253,437,273
آنتن,376,241,419,273
دهی,327,250,373,273
تلفن,278,244,323,273
همراه,221,244,275,273
در,192,250,217,273
شهرهای,110,244,189,273
راین،,59,244,107,273
راور،,902,304,945,333
گلباف،,837,304,900,332
ماهان,780,305,834,333
و,764,314,778,333
اختیارآباد,674,302,762,333
علی,633,305,672,334
رغم,592,306,631,334
تعهدات,520,304,590,333
انجام,470,304,518,334
شده,426,307,468,327
با,408,305,424,331
مشکل,346,305,406,333
مواجه,287,305,343,333
است.,236,305,286,327
وی,201,312,234,333
بیان,158,305,199,333
کرد:,114,305,157,333
حدود,59,310,112,333
20,913,366,940,387
تا,889,365,906,387
25,851,366,881,388
درصد,789,371,844,394
مراکز,730,365,781,394
آموزشی,650,362,724,395
کرمان,584,365,643,394
در,552,371,577,394
مناطق,484,365,545,394
روستایی,398,365,477,395
و,377,375,391,394
حاشیه,309,365,371,392
شهر,259,367,301,394
و,240,374,254,394
بخش,180,367,233,394
های,132,365,174,393
مختلف,58,365,125,387
شهرستان,856,426,944,455
کرمان,793,426,852,455
و,774,436,788,455
راور,732,426,769,455
قرار,691,426,728,455
دارند,640,426,687,455
و,620,436,634,455
از,597,426,616,455
ظرفیت,526,426,593,455
سیستم,452,431,520,455
ارتباطی,374,426,447,456
برای,326,426,370,455
فضای,266,426,321,454
آموزش,195,423,262,455
مجازی,125,426,190,455
محروم,59,434,120,456
هستند,880,492,945,509
لذا,848,486,875,509
در,818,493,843,515
این,780,486,813,516
خصوص,700,489,775,516
گلایه,645,486,696,514
جدی,588,492,640,514
ما,562,487,582,509
از,539,486,557,515
وزارت,478,487,534,515
ارتباطات,392,487,473,515
به,366,493,387,514
قوت,319,487,361,515
خود,272,488,313,515
باقی,226,487,267,516
است.,170,486,220,509
پورابراهیمی,58,487,165,516
گفت:,893,547,945,570
بر,869,556,890,576
اساس,812,547,867,576
توافقات,740,547,809,576
انجام,689,547,737,577
شده,644,549,686,569
مقرر,597,549,641,576
شد,562,550,595,569
موضوع,494,550,559,577
راه,465,547,491,576
اندازی,402,547,462,576
1,383,548,395,570
1,370,548,381,570
دکل,322,547,365,576
مخابراتی,237,547,318,577
در,209,553,234,576
بازه,173,547,207,576
زمانی,118,547,171,577
دو,89,553,115,576
ماه,58,547,87,569
آینده,895,605,945,635
عملیاتی,817,608,892,637
و,801,617,815,636
موضوع,734,610,798,637
تلفن,686,608,730,637
ثابت,640,608,682,635
در,613,614,637,637
شهرستان,522,608,610,637
راور،,477,608,519,637
شهرهای,396,608,474,637
ماهان،,332,608,393,637
راین,287,608,329,637
و,270,617,284,636
اختیارآباد,180,605,268,637
ظرف,129,608,178,637
بازه,92,608,126,637
سه,58,613,89,630
ماه,915,668,944,690
اجرایی,849,668,912,698
شود,804,671,845,697
و,786,678,801,697
به,763,674,784,695
بهره,720,676,760,697
برداری,653,668,716,697
برسد.,596,674,650,697
