word,x1,y1,x2,y2
,874,62,944,85
,856,72,871,91
,777,63,853,91
,752,62,774,84
,723,68,748,91
,687,62,720,91
,631,68,684,91
,603,62,627,84
,548,62,599,91
,530,72,544,91
,457,62,527,91
,395,62,454,91
,371,68,392,89
,311,62,367,91
,227,62,307,91
,202,68,223,89
,138,67,199,91
,86,62,135,91
,57,68,82,91
,912,123,945,152
,882,129,907,152
,789,123,877,152
,721,123,785,152
,667,126,716,145
,613,123,663,145
,541,123,608,150
,488,129,535,152
,425,123,484,152
,407,132,420,152
,366,123,402,152
,336,129,361,152
,268,123,332,152
,247,123,263,150
,194,123,243,152
,169,128,190,150
,116,123,164,150
,59,125,111,152
,894,189,944,206
,864,183,892,211
,843,183,862,212
,772,183,842,212
,744,189,770,212
,684,183,744,212
,668,193,682,212
,629,183,667,212
,553,183,627,213
,496,187,551,205
,453,183,494,212
,409,184,451,212
,326,184,406,207
,252,183,324,213
,235,193,249,212
,152,183,233,213
,124,189,150,212
,59,184,123,212
,916,242,945,266
,878,241,912,271
,816,244,875,273
,791,250,812,271
,745,245,788,273
,700,246,741,273
,655,244,696,273
,606,244,651,266
,588,253,602,273
,537,250,585,273
,487,244,533,273
,440,244,484,271
,423,253,437,273
,376,241,419,273
,327,250,373,273
,278,244,323,273
,221,244,275,273
,192,250,217,273
,110,244,189,273
,59,244,107,273
,902,304,945,333
,837,304,900,332
,780,305,834,333
,764,314,778,333
,674,302,762,333
,633,305,672,334
,592,306,631,334
,520,304,590,333
,470,304,518,334
,426,307,468,327
,408,305,424,331
,346,305,406,333
,287,305,343,333
,236,305,286,327
,201,312,234,333
,158,305,199,333
,114,305,157,333
,59,310,112,333
,913,366,940,387
,889,365,906,387
,851,366,881,388
,789,371,844,394
,730,365,781,394
,650,362,724,395
,584,365,643,394
,552,371,577,394
,484,365,545,394
,398,365,477,395
,377,375,391,394
,309,365,371,392
,259,367,301,394
,240,374,254,394
,180,367,233,394
,132,365,174,393
,58,365,125,387
,856,426,944,455
,793,426,852,455
,774,436,788,455
,732,426,769,455
,691,426,728,455
,640,426,687,455
,620,436,634,455
,597,426,616,455
,526,426,593,455
,452,431,520,455
,374,426,447,456
,326,426,370,455
,266,426,321,454
,195,423,262,455
,125,426,190,455
,59,434,120,456
,880,492,945,509
,848,486,875,509
,818,493,843,515
,780,486,813,516
,700,489,775,516
,645,486,696,514
,588,492,640,514
,562,487,582,509
,539,486,557,515
,478,487,534,515
,392,487,473,515
,366,493,387,514
,319,487,361,515
,272,488,313,515
,226,487,267,516
,170,486,220,509
,58,487,165,516
,893,547,945,570
,869,556,890,576
,812,547,867,576
,740,547,809,576
,689,547,737,577
,644,549,686,569
,597,549,641,576
,562,550,595,569
,494,550,559,577
,465,547,491,576
,402,547,462,576
,383,548,395,570
,370,548,381,570
,322,547,365,576
,237,547,318,577
,209,553,234,576
,173,547,207,576
,118,547,171,577
,89,553,115,576
,58,547,87,569
,895,605,945,635
,817,608,892,637
,801,617,815,636
,734,610,798,637
,686,608,730,637
,640,608,682,635
,613,614,637,637
,522,608,610,637
,477,608,519,637
,396,608,474,637
,332,608,393,637
,287,608,329,637
,270,617,284,636
,180,605,268,637
,129,608,178,637
,92,608,126,637
,58,613,89,630
,915,668,944,690
,849,668,912,698
,804,671,845,697
,786,678,801,697
,763,674,784,695
,720,676,760,697
,653,668,716,697
,596,674,650,697
