word,x1,y1,x2,y2
,1567,120,1600,153
,1545,119,1559,152
,1493,129,1534,161
,1441,124,1497,155
,1401,119,1431,161
,1324,119,1394,164
,1297,119,1328,161
,1237,119,1301,161
,1179,123,1227,164
,1115,119,1182,156
,1010,116,1105,166
,894,117,1000,164
,773,119,885,163
,784,124,799,136
,705,124,764,163
,588,122,695,166
,489,121,579,153
,400,122,481,164
,349,129,390,161
,245,122,343,153
,256,124,271,136
,215,119,235,163
,102,119,206,155
,1554,248,1603,289
,1490,244,1558,281
,1383,241,1478,291
,1327,240,1372,277
,1274,254,1314,286
,1233,244,1263,286
,1171,241,1236,288
,1138,244,1158,288
,1046,246,1125,299
,960,258,1033,289
,921,260,964,291
,826,240,910,289
,772,254,813,286
,743,254,755,270
,718,244,738,277
,635,244,707,289
,580,254,638,291
,526,254,567,286
,444,243,516,292
,286,244,431,286
,243,259,273,289
,199,233,249,289
,172,244,203,286
,102,246,162,278
,1521,366,1603,412
,1468,365,1516,414
,1443,379,1471,403
,1404,369,1434,411
,1335,361,1398,413
,1235,368,1327,414
,1157,369,1226,414
,1130,369,1160,411
,1085,384,1124,414
,1038,383,1089,414
,1023,379,1042,402
,974,379,1015,411
,877,365,971,414
,830,365,874,402
,760,378,821,413
,732,379,744,395
,712,379,724,395
,687,369,707,402
,658,369,681,402
,630,379,642,395
,610,379,622,395
,585,369,608,403
,537,379,579,414
,510,369,541,411
,469,374,505,414
,408,369,473,416
,295,367,400,414
,265,362,288,402
,243,372,268,406
,202,369,233,402
,102,371,194,403
,1580,494,1603,528
,1562,494,1576,527
,1511,503,1552,539
,1484,494,1514,536
,1455,508,1478,536
,1429,504,1441,520
,1409,504,1421,520
,1381,495,1407,527
,1307,494,1377,539
,1280,494,1310,536
,1193,493,1274,538
,1158,503,1184,538
,1100,498,1149,539
,1036,494,1104,531
,932,491,1027,541
,890,509,923,539
,861,504,894,527
,769,494,851,528
,790,499,805,511
,1551,651,1603,683
,1499,651,1540,683
,1460,641,1491,683
,1398,638,1464,685
,1366,641,1387,685
,1298,650,1355,685
,1178,633,1286,685
,1126,644,1168,686
,1063,641,1117,685
,1004,637,1053,686
,979,651,1008,675
,927,651,968,683
,827,637,921,686
,799,651,811,667
,752,641,794,674
,703,650,744,686
,676,641,706,683
,621,641,668,686
,581,656,612,686
,544,641,585,683
,421,641,532,685
,432,646,447,658
,352,650,409,685
,232,633,340,685
,180,651,221,683
,150,645,173,683
,102,641,153,678
,1524,768,1604,821
,1442,780,1515,811
,1403,782,1446,813
,1311,762,1395,811
,1240,766,1301,810
,1251,771,1266,783
,1192,766,1231,821
,1136,762,1184,811
,1106,776,1139,799
,1063,781,1096,811
,1016,769,1067,799
,964,762,1008,799
,924,766,954,808
,908,766,917,799
,868,777,908,813
,780,766,858,799
,729,775,771,799
,677,776,719,811
,650,766,681,808
,621,780,644,808
,594,776,606,792
,574,776,586,792
,549,766,569,799
,495,766,542,811
,432,765,488,814
,373,770,422,811
,309,766,377,803
,204,763,299,813
,162,781,195,811
,132,776,166,799
,99,780,122,808
,1501,887,1603,936
,1362,888,1492,927
,1373,896,1388,908
,1288,888,1353,935
,1238,901,1279,933
,1190,901,1232,936
,1163,891,1194,933
,1134,905,1157,933
,1109,901,1121,917
,1088,901,1100,917
,1061,891,1087,924
,1010,891,1057,936
,981,891,1004,924
,935,896,981,935
,864,893,926,924
,773,891,854,925
,793,896,808,908
,1523,1041,1604,1083
,1450,1038,1512,1083
,1425,1048,1454,1072
,1301,1038,1414,1071
,1249,1048,1290,1080
,1160,1042,1240,1083
,1045,1038,1149,1074
,924,1038,1034,1080
,882,1038,912,1080
,816,1034,876,1080
,772,1027,822,1083
,731,1038,776,1075
,662,1047,719,1082
,564,1041,652,1082
,530,1052,553,1080
,416,1036,522,1083
,329,1038,405,1083
,295,1038,318,1071
,241,1049,295,1085
,103,1038,230,1085
,1544,1166,1604,1210
,1485,1165,1533,1208
,1444,1166,1490,1197
,1398,1163,1433,1196
