word,x1,y1,x2,y2
خدمات,876,62,944,85
مهم,833,70,873,92
دیگری,766,62,830,91
همچون,690,69,762,91
ثبت,646,64,687,89
شرکت‌ها,563,62,643,91
را,542,62,559,91
انجام,491,62,539,91
می‌دهیم.,404,68,488,92
وی,369,70,402,91
به,345,68,366,89
اهمیت,279,62,342,89
ثبت,234,64,275,89
شر,200,65,231,91
کت‌ها,150,62,206,85
اشاره,99,62,147,91
کرد,59,63,96,91
و,931,132,944,152
گفت:,876,122,927,145
یک,836,123,872,150
شر,801,125,832,152
کت,769,123,807,145
زمانی,713,123,765,152
می‌تواند,637,123,708,152
وجاهت,564,123,632,152
قانونی,503,123,560,152
پیدا,460,123,498,152
کند,418,123,457,145
که,387,123,415,145
در,358,129,383,152
ثبت,313,124,354,150
اسناد,259,122,309,145
به,234,128,255,150
ثبت,189,124,230,150
رسیده,124,128,185,152
باشد,76,123,120,150
و,58,132,72,152
پس,906,193,944,212
از,885,183,904,212
آن,856,181,883,212
وارد,815,183,854,212
فضای,758,184,813,211
کسب,702,183,756,210
و,684,193,698,212
کار,650,184,684,212
می‌شود،,574,186,649,213
بنابراین,502,183,571,212
باتوجه,439,183,499,212
به,416,189,437,210
اهمیتی,343,183,413,213
که,313,184,341,205
شر,280,186,311,212
کت‌ها,230,184,285,206
در,202,189,227,212
ارتقا,159,183,200,212
رتبه,116,187,157,212
فضای,58,183,113,211
کسب,891,244,945,271
و,873,253,887,273
کار,838,244,871,273
کشور,782,244,835,273
در,753,250,779,273
دنیا,716,244,751,271
دارند،,658,244,711,273
تلاش,602,244,654,273
می‌کنیم,522,244,598,273
تا,501,244,517,266
در,472,250,497,273
اسرع,422,244,469,274
وقت,375,245,418,273
اقدامات,302,244,372,266
مربوط,238,244,297,273
به,213,250,234,271
ثبت,169,246,209,271
آنها,131,241,165,272
را,110,244,127,273
انجام,58,244,106,273
دهیم.,889,311,945,333
معاون,830,305,885,333
ثبت,785,306,825,332
اسناد,731,304,782,327
کشور,675,305,729,333
در,647,310,672,333
ادامه,599,304,645,327
بابیان,544,305,596,333
اینکه,492,304,540,331
این,455,304,488,333
سازمان,384,305,451,333
پایگاه,328,304,380,334
ثبت,283,306,324,332
اطلاعات,204,304,280,328
اشخاص,127,304,200,333
حقوقی,58,305,124,334
در,919,371,944,394
کشور,862,365,915,394
است،,806,365,857,387
عنوان,746,365,801,394
کرد:,699,365,741,394
تاکنون,629,365,693,394
در,599,371,624,394
سازمان,527,365,594,394
ثبت,480,367,521,392
اسناد,424,365,475,387
کشور,366,365,420,394
دو,336,371,361,394
میلیون,266,365,331,394
و,247,374,261,394
50,196,366,223,388
هزار,150,365,191,394
شناسنامه,58,365,146,387
اشخاص,872,426,945,455
حقوقی,801,427,867,456
صادر,747,426,796,455
و,729,436,744,455
به,705,432,725,453
ثبت,659,428,700,453
رسیده,594,432,654,455
است.,540,426,589,448
وی,502,434,535,455
همچنین,416,432,498,455
به,390,432,411,453
عملکرد,317,426,385,455
سازمان,245,426,312,455
ثبت,199,428,240,453
اسناد,144,426,195,448
کشور,86,426,140,455
در,57,432,83,455
اجراییات,864,487,945,515
ثبت,820,488,860,514
اشاره,768,486,817,515
کرد,728,487,765,515
و,711,496,725,515
گفت:,657,486,708,509
طبق,609,487,654,516
قانون,555,487,605,516
برنامه,500,487,553,515
ششم,446,489,496,516
توسعه,384,491,443,515
وظیفه,322,487,381,515
اجرای,262,486,319,515
تمام,216,487,258,516
اسناد,163,486,213,509
رسمی,100,496,160,516
لازم,58,487,97,516
الاجرا,892,547,945,576
از,870,547,889,576
قبیل,821,547,868,576
چک،,767,547,817,576
مهریه,710,553,764,576
و,693,557,707,576
اسناد,640,547,690,569
رهنی,584,553,637,577
در,556,553,581,576
سازمان,486,547,553,576
ثبت,442,549,483,574
اسناد,389,547,439,569
انجام,337,547,385,577
می‌,303,557,334,577
گیرد,260,547,307,576
که,230,547,258,569
برای,184,547,227,576
نمونه,131,551,181,576
در,102,553,127,576
سال,58,547,100,576
1398,887,608,943,630
مبلغ,837,608,883,637
یازده,787,608,834,637
هزار,744,608,784,637
میلیارد,675,608,741,637
تومان,618,608,671,637
از,597,607,615,637
معوقات,524,608,594,636
بانک,476,608,521,635
ها,450,608,473,630
را,430,607,447,637
توانستیم,346,607,426,637
وصول,286,608,343,636
کنیم.,230,608,284,637
هادی,174,608,227,635
چگنی,113,607,171,637
اضافه,58,607,109,630
کرد:,903,668,945,697
وصول,841,669,898,697
این,803,668,836,697
رقم,762,669,798,698
از,738,668,757,697
مطالبات,658,668,734,695
بانک,607,668,653,695
ها,580,669,602,690
نشان,526,668,575,697
داد,491,668,521,690
که,459,669,486,690
سازمان,386,668,453,697
ثبت,340,670,381,695
اسناد,284,668,335,690
می‌تواند,207,668,279,698
به,181,674,202,695
اقتصاد,116,668,176,690
کشور,57,668,111,697
کمک,892,730,945,752
کند.,845,729,889,751
وی,809,737,842,758
در,780,735,805,758
ادامه,732,729,777,751
به,707,735,728,756
بر,683,739,704,758
خی,651,732,688,759
اقدامات,577,729,647,752
مر,547,739,573,758
کز,526,730,553,758
مالکیت,454,730,523,756
معنوی,388,735,451,758
این,352,729,385,758
سازمان,280,729,347,758
هم,246,736,276,759
اشاره‌ای,171,729,243,758
کرد,130,730,168,758
و,112,739,126,758
گفت:,58,729,110,752
در,919,796,945,819
این,884,790,917,819
مر,855,799,880,819
کز,833,790,861,819
ثبت,790,792,831,817
علائم,736,790,787,819
تجاری,672,790,733,819
اشخاص,595,790,668,819
و,578,799,592,819
