word,x1,y1,x2,y2
کرونا,893,61,945,91
در,863,69,890,89
استان,812,63,862,87
کرمانشاه,730,61,810,91
از,707,63,727,89
ابتدای,648,63,705,90
اپیدمی,583,63,645,92
تا,563,63,580,84
کنون,510,61,561,91
به,489,69,507,90
693,444,63,485,85
نفر,412,64,442,91
رسیده,353,66,410,90
است.,298,63,350,85
13,268,64,295,85
سال,226,62,264,87
حبس,170,71,223,92
برای,124,63,167,91
رهبران,58,63,121,91
حزب,892,136,944,160
راست‌افراطی,772,130,886,160
یونان,719,132,766,159
به,695,137,714,159
گزارش,620,126,690,160
ایسنا،,566,132,615,159
به,541,137,560,159
نقل,502,131,536,161
از,477,132,497,158
خبر,435,134,473,159
گزاری,376,126,440,159
آسوشیتدپرس،,241,128,372,160
ماریا,193,132,236,159
لپنیوتی،,117,130,188,160
قاضی,59,132,112,160
مسئول,886,199,944,227
این,847,200,879,228
دادگاه,781,194,840,221
امروز,722,200,774,228
به,699,205,717,227
قرائت,637,200,692,228
حکم,581,195,630,233
علیه,537,199,575,227
نیکوس,463,195,530,228
میکالولیاکوس,330,195,456,228
و,307,207,323,226
هفت,254,200,301,222
قانونگذار,162,193,248,227
سابق,113,200,158,227
دیگر,57,193,106,228
پرداخت.,864,268,945,296
این,827,268,859,296
حکم,774,264,823,301
مجازات,696,268,769,294
در,665,274,691,294
پی,634,276,661,297
یک,590,264,630,295
فرآیند,526,264,585,296
پنج,488,272,521,300
ساله,444,267,484,289
محاکمه,367,266,439,289
ده‌ها,322,268,363,289
تن,291,271,318,296
از,266,268,287,294
مقام‌های,187,268,262,301
ارشد،,129,268,183,294
اعضا,78,268,124,290
و,57,276,73,294
حامیان,884,336,944,363
حزب,829,341,881,364
راست,771,336,828,362
افراطی,707,335,769,365
سپیده‌دم,633,339,706,369
طلایی,573,335,631,365
مطرح,516,335,571,369
می‌شود.,443,337,514,365
این,409,336,441,364
سازمان,343,336,408,362
در دهه,279,341,342,362
1980,226,336,272,357
به,205,342,223,363
عنوان,151,336,204,364
یک,110,332,149,363
گروه,59,330,109,364
نئو,917,406,945,432
نازی,871,404,916,430
پایه‌,835,404,868,433
گذاری,772,399,839,430
شده,729,405,769,425
و,711,412,727,430
بعدا,673,404,709,431
ترقی,624,405,670,433
پیدا,587,404,622,433
کرده,536,402,585,432
و,517,412,533,430
به,497,410,516,431
جایگاه,432,398,494,431
سومین,368,411,429,433
نیروی,310,406,365,432
سیاسی,246,405,307,433
بزر,211,409,243,432
گ,184,398,218,426
یونان,133,404,181,432
در,104,410,130,430
زمان,59,404,103,430
بحران,890,472,944,500
مالی,844,471,885,501
بزر,809,477,840,500
گ,781,466,815,494
دهه,741,478,777,493
گذشته,676,467,738,493
رسید.,617,476,671,499
همچنین,541,476,613,501
1,522,473,533,494
1,510,473,521,494
نماینده,443,472,506,499
سابق,395,472,439,500
دیگر,342,466,391,500
پارلمان,274,471,339,501
نیز,243,475,270,500
به,222,478,240,499
خاطر,167,471,217,500
عضویت,87,474,164,500
در,57,478,83,499
یک,904,536,944,568
سازمان,838,541,902,567
مجرم,786,548,836,574
مجازات‌های,673,541,783,567
حبس,619,548,671,569
بین,586,547,617,569
پنج,550,545,584,573
تا,531,541,548,562
هفت,482,541,529,562
سال,441,540,479,564
زندان,387,541,439,567
دریافت,316,541,385,568
کردند.,250,539,315,568
یکی,205,536,248,569
از,183,541,203,567
شر,152,542,181,568
کای,113,539,157,566
حزب,59,546,111,569
نیز,918,611,944,637
از,896,609,917,635
بابت,852,609,895,636
اتهام,807,609,850,642
قتل,771,608,804,638
پاولوس,699,607,769,637
فیساس،,627,609,697,637
خواننده,556,609,624,636
رپ,516,616,553,637
یونانی,457,609,513,638
در,428,614,455,635
حمله‌ای,356,608,427,635
در سال,288,608,353,635
13,258,609,285,630
20,232,609,256,630
به,212,614,231,636
حبس,158,617,210,637
ابد,128,609,155,636
محکوم,58,604,125,642
شد.,908,678,945,699
قتل,869,676,903,706
وی,830,683,863,703
عملیات,755,676,824,704
سر,719,686,749,705
کوب,672,675,725,705
علیه,629,677,667,704
این,591,677,623,705
حزب,533,682,585,705
را,508,677,527,703
در,476,683,502,703
یونان,424,677,471,705
به,400,683,418,704
راه,366,677,394,703
انداخت.,284,677,360,699
13,251,677,278,698
هزار,202,677,245,705
هکتار,142,673,197,703
از,117,677,138,703
سامانه,59,677,113,698
گرمسیری,857,739,946,773
در,826,751,853,771
کرمانشاه,746,743,826,773
را,724,745,743,771
افتتاح,669,745,721,778
می,636,753,666,774
کند,602,743,641,766
هدایت,536,745,599,772
حاتمی,470,745,532,774
در,441,751,467,771
گفت,389,739,440,767
و,369,753,385,771
گو,336,739,368,773
با,319,745,334,772
ایسنا،,267,745,316,772
با,249,745,263,772
اشاره,197,745,246,771
به,176,751,194,772
اجرای,114,745,173,773
پروژه,59,745,111,773
بزر,913,818,944,841
گ,886,807,919,835
سامانه,829,814,884,834
گرمسیری،,731,808,827,841
اظهار,678,812,729,840
کرد:,631,811,678,841
13,602,814,629,835
هزار,556,813,599,841
هکتار,500,809,555,839
از سامانه,423,813,499,839
گرمسیری،6,311,808,420,841
