word,x1,y1,x2,y2
صالحی,877,62,945,92
دیدار,822,63,874,90
با,806,63,820,90
نماینده,740,63,802,90
ولی,700,62,737,92
فقیه,660,64,697,90
در,630,69,657,89
استان,580,63,629,87
و,561,71,577,90
امام,524,63,559,96
جمعه,470,69,521,89
کرمانشاه،,381,61,468,91
بر,358,72,379,91
گزاری,299,58,363,91
یازده,249,63,295,90
کرسی,185,61,246,92
تلاوت,121,63,182,90
و,101,71,117,90
ویژه‌,59,66,100,91
برنامه‌هایی,853,132,944,160
در,821,137,847,158
بقاع,778,132,817,164
متبر,737,137,773,159
که,714,129,742,152
استان,660,132,709,155
با,640,132,654,159
رعایت,571,132,634,158
پروتکل‌های,459,127,566,161
بهداشتی،,370,132,453,160
بر,345,140,365,159
گزاری,286,126,350,159
نشست,220,133,280,153
تخصصی,132,133,215,160
وقف,79,132,127,158
با,59,132,74,159
حضور,882,201,944,227
استاندار,809,200,880,226
کرمانشاه،,723,198,809,228
بر,700,208,720,228
گزاری,640,194,705,228
همایش,570,200,638,228
یاوران,510,200,568,227
وقف,459,200,507,226
به,438,205,456,227
صورت,367,203,435,227
کشوری,291,198,366,227
و,272,207,288,226
از,251,200,271,226
طریق,199,198,249,228
ویدئو,142,201,196,227
کنفرانس،,58,198,148,228
اجرای,886,268,945,296
طرح,835,266,880,300
دستهای,759,268,829,294
مهربانی،,678,268,752,297
اجرای,613,268,672,296
طرح,562,266,607,300
مهرتندرستی,447,271,557,297
با,427,268,442,295
حضور,358,269,420,295
پزشکان,283,263,354,296
و,261,276,277,294
کادر,209,266,257,294
درمان,150,268,204,294
در,117,274,143,294
مناطق,58,267,112,295
حاشیه‌نشین،,840,336,944,364
برپایی,782,336,839,365
ایستگاه‌های,677,330,780,363
همه,639,341,675,358
واقف,584,336,637,362
باشیم،,527,336,583,369
تجلیل,470,336,525,365
از,448,336,469,362
مدافعان,380,336,447,359
سلامت,311,336,378,359
و غبارروبی,211,336,310,365
و عطرافشانی,98,335,209,365
بقاع,58,336,97,369
متبر,908,409,944,432
که,885,402,914,425
را,863,404,883,430
از,841,404,861,430
جمله,792,404,840,430
برنامه‌های,703,404,790,432
تدار,660,404,701,430
ک,633,402,666,426
دیده,587,407,630,431
شده,545,406,584,425
در,516,410,543,430
دهه,480,410,515,425
وقف,429,404,477,431
در استان,350,404,427,430
کرمانشاه,270,402,349,432
برشمرد.,194,406,267,432
17,165,405,192,425
وقف,114,404,163,430
جدید,59,407,112,431
در,918,478,944,499
استان,866,472,915,496
کرمانشاه,783,470,862,500
ثبت,740,473,778,500
شده,696,474,735,493
وی,657,478,691,499
در,626,478,653,499
ادامه,580,473,623,493
با,560,472,576,500
اشاره,508,472,556,499
به,485,478,503,499
ضرورت,402,474,480,500
برنامه‌ریزی,300,473,397,500
رسانه‌ها,228,472,296,499
برای,181,472,224,500
نهادینه,117,473,176,499
کردن,58,470,113,500
فرهنگ,876,534,945,568
وقف,827,541,874,567
در,799,546,826,567
جامعه،,737,541,799,566
گفت:,680,535,737,562
در استان,604,541,679,567
کرمانشاه,524,539,603,568
رسانه‌ها,456,541,523,567
ورود,406,546,454,567
خوبی,352,543,405,569
به,333,546,351,568
این,300,541,331,569
حوزه,248,543,298,568
داشته‌اند,174,541,247,562
که,145,539,173,562
امیدواریم,59,541,144,574
بتواند,895,609,944,636
در,865,614,892,635
افزایش,799,609,864,637
آگاهی‌,731,603,797,638
مردم,684,614,728,642
در,654,615,680,635
مورد,607,614,652,636
اهمیت,543,609,603,636
پرداختن,464,609,539,637
به,443,614,462,636
وقف,392,609,440,635
اثر,362,609,389,637
گذار,318,603,368,635
بوده,277,614,316,636
و,258,617,274,635
زمینه‌ساز,178,609,256,636
افزایش,111,609,176,637
تعداد,59,609,108,630
موقوفات,865,677,944,705
استان,812,677,861,700
شود.,762,678,808,705
صالحی,690,676,758,706
اشاره,637,677,686,703
ای,606,677,633,703
هم,573,683,601,710
به,550,683,569,704
ثبت,507,677,545,704
17,476,677,502,698
وقف,423,677,471,703
جدید,365,680,418,704
در,334,683,360,703
استان,282,677,331,700
کرمانشاه,200,675,279,705
از,175,677,196,703
ابتدای,115,677,172,704
امسال,58,676,111,701
تاکنون,881,743,944,773
داشت,824,745,880,767
و,807,753,823,771
گفت:,750,739,807,767
عمده,699,748,748,767
این,666,745,697,774
موقوفات,584,745,664,773
در,556,751,583,771
حوزه,506,747,556,773
های,464,745,504,771
قرآنی،,400,742,463,774
کمک,339,741,399,767
به,319,751,337,772
نیازمندان،,231,745,318,772
ایتام,191,745,229,778
و ...,153,753,189,771
بوده‌,112,751,151,773
است.,59,745,110,767
وی,911,819,944,840
در,883,819,909,839
پایان,837,813,881,842
راه‌اندازی,749,813,835,839
1,720,814,731,834
نیرو,679,815,717,841
گاه,650,808,684,834
خورشیدی,553,815,647,841
در,524,819,551,839
بقاع,485,813,523,846
متبر,446,818,482,841
که,423,811,452,834
