word,x1,y1,x2,y2
,891,63,944,90
,827,63,889,92
,772,63,825,92
,754,71,770,90
,674,63,752,92
,584,63,672,89
,503,61,582,91
,474,69,501,89
,430,63,473,84
,413,63,428,90
,362,63,410,89
,342,69,360,90
,281,68,339,91
,241,63,280,96
,189,62,238,96
,124,69,186,91
,80,67,122,92
,58,72,78,91
,902,127,944,159
,853,126,908,159
,783,130,846,159
,713,132,776,160
,633,132,706,159
,575,131,626,164
,526,132,569,159
,464,129,520,159
,395,132,458,159
,337,129,389,159
,265,134,331,164
,214,129,260,159
,193,132,207,159
,138,131,186,164
,59,126,133,160
,871,200,944,227
,817,199,868,232
,787,205,814,226
,737,200,786,223
,655,198,734,227
,590,199,651,229
,548,200,582,221
,494,201,544,221
,473,205,491,227
,406,198,470,227
,347,198,402,228
,283,200,346,228
,222,200,279,228
,158,200,218,227
,118,201,155,221
,59,200,114,228
,902,267,945,295
,844,268,899,296
,814,274,841,294
,741,267,812,297
,698,268,737,296
,645,268,696,301
,614,266,642,289
,547,268,610,295
,492,266,544,296
,450,274,488,300
,387,276,446,297
,365,273,383,295
,312,266,362,297
,270,270,309,297
,230,266,267,289
,209,276,225,294
,176,268,207,296
,130,268,172,302
,106,268,127,294
,59,274,104,301
,892,342,944,364
,847,336,887,362
,815,334,844,357
,796,336,811,363
,722,336,785,363
,613,335,718,365
,569,336,608,362
,482,336,565,365
,399,332,478,362
,330,338,395,364
,274,339,326,363
,214,334,271,364
,179,336,210,365
,112,336,175,363
,59,336,108,357
,890,404,944,431
,861,410,887,430
,813,404,858,431
,772,406,810,430
,709,399,771,425
,676,404,704,426
,644,404,674,432
,623,409,642,431
,576,412,620,438
,510,404,573,431
,431,402,507,433
,369,409,427,432
,339,410,366,430
,282,402,337,432
,217,404,280,433
,165,404,214,427
,112,404,162,427
,77,405,108,425
,57,412,73,430
,900,480,944,506
,847,472,898,500
,798,475,845,499
,737,477,796,500
,715,472,735,499
,657,472,714,499
,605,474,655,505
,541,472,604,500
,476,470,538,500
,455,478,474,500
,438,473,449,494
,369,473,425,500
,314,476,368,499
,240,476,313,501
,212,478,239,499
,182,473,210,493
,123,472,182,494
,59,467,122,493
,869,541,944,568
,821,541,866,568
,772,543,819,568
,704,541,769,569
,674,543,701,568
,647,546,673,567
,597,541,646,564
,519,541,594,569
,486,542,516,562
,467,548,483,567
,421,548,465,574
,369,541,419,568
,300,541,366,569
,250,543,297,568
,221,546,247,567
,171,541,220,564
,150,546,169,568
,120,541,147,562
,74,541,117,568
,57,548,73,567
,904,609,944,630
,871,609,901,637
,815,612,869,636
,783,614,811,642
,724,607,779,636
,679,609,719,630
,631,609,676,636
,569,607,628,637
,547,614,565,636
,492,607,544,637
,462,614,488,635
,404,607,459,637
,339,609,402,638
,286,609,335,632
,224,614,283,637
,165,612,220,630
,133,607,162,630
,59,607,130,637
,896,677,944,698
,828,675,891,705
,773,677,825,699
,720,677,769,698
,666,677,716,705
,616,677,661,705
,585,683,612,703
,556,677,583,705
,515,677,553,704
,461,676,513,706
,439,682,458,704
,366,685,434,705
,311,675,363,705
,278,683,307,710
,247,683,274,703
,216,677,244,698
,154,677,213,699
,88,671,151,698
,57,683,84,703
,896,745,945,768
,846,745,893,767
,814,745,844,773
,783,753,812,774
,738,745,780,772
,720,753,735,771
,651,750,718,778
,610,745,649,771
,534,739,607,772
,478,745,532,773
,439,745,477,772
,419,751,438,772
