word,x1,y1,x2,y2
افتتاح,893,63,945,96
طرح,847,62,892,96
سرمایه,786,63,847,91
گذاری,722,58,790,89
پوشاک,650,61,721,92
عرفان,595,63,649,91
با,579,63,594,90
سرمایه,517,63,578,91
گذاری,454,58,521,90
بخش,401,65,453,92
خصوصی,314,66,400,92
هستیم,257,68,313,97
که,229,61,257,84
نوید,187,65,228,91
روزهای,112,64,186,90
پر,89,72,111,92
کار,57,61,95,89
و,928,139,944,158
رونق,880,134,926,158
اشتغال,819,131,877,155
را,796,132,815,158
در,766,137,793,158
این,733,132,764,160
ناحیه,683,132,729,159
صنعتی,618,135,679,160
می‌دهد.,543,135,614,160
وی,506,137,540,158
با,488,132,503,159
اشاره,437,132,485,158
به,415,137,433,159
اینکه,364,127,412,158
در,336,137,362,158
این,301,132,333,160
واحد,249,132,298,158
تولیدی,180,130,246,159
تعاونی,117,132,177,160
بالغ,81,130,114,165
بر,57,140,78,159
14,917,200,944,221
میلیارد,854,199,912,227
تومان,798,200,849,227
سرمایه,733,200,794,228
گذاری,669,194,736,226
شده,625,201,665,221
است،,568,200,621,222
خاطرنشان,474,198,564,228
کرد:,425,198,471,228
در,394,205,421,226
یک,351,195,391,227
و,331,207,347,226
نیم,299,202,328,233
سال,257,199,295,223
گذشته,190,194,254,221
با,171,200,186,227
تلاش,114,200,167,228
بخش,59,201,110,228
خصوصی,858,271,944,297
واحد,806,268,855,294
تولیدی,738,266,804,295
پوشاک,664,265,735,296
عرفان,607,268,661,296
به,586,273,605,295
بهره‌برداری,483,268,583,296
رسید,433,271,481,295
و,414,276,430,294
در,386,274,412,294
فاز,355,268,384,294
اول,320,267,353,294
این,285,268,317,296
طرح,237,266,283,300
تعاونی,175,268,235,297
و,156,276,172,294
تولیدی,89,266,155,295
75,56,268,85,289
نفر,915,336,945,364
مشغول,852,335,914,364
به,832,342,850,363
کار,794,334,831,362
شدند.,739,337,794,358
استاندار اردبیل,609,336,737,365
گفت:,551,330,608,358
با,534,336,549,363
توسعه,477,339,532,364
و,459,344,475,362
تکمیل,399,332,459,365
ناحیه,351,336,398,363
صنعتی,288,340,349,365
رضی,236,337,286,365
شاهد,186,336,235,357
افزایش,119,336,185,364
اشتغال,58,335,117,360
در,918,410,945,430
منطقه,865,403,915,425
محرو,809,412,861,432
رضی,756,405,806,433
خواهیم,684,404,752,438
بود,650,410,681,432
که,619,402,647,425
یکی,571,400,615,433
از,548,404,568,430
اهداف,483,404,545,427
اصلی,428,404,479,433
دولت,371,403,425,430
تدبیر,320,407,367,432
و,302,412,318,430
امید,263,404,300,431
خروج,200,407,259,437
مناطق,143,403,197,431
محروم,77,412,139,437
و,58,412,74,430
کمتر,897,470,945,500
توسعه,840,475,896,500
یافته,799,473,838,499
کشور از,719,470,797,500
محرومیت,630,476,718,500
قطعی,576,471,627,501
است.,523,472,574,494
بهنامجو,452,473,521,500
بیان,416,473,451,500
کرد:,368,470,415,500
با,352,473,367,500
تلاش,299,472,350,501
و,281,480,297,499
همت,230,476,280,494
مدیران,165,472,228,500
شهر,122,474,163,500
ک‌های,59,470,128,498
صنعتی,883,545,945,569
استان,833,541,882,564
اردبیل,773,540,831,570
شاهد,722,541,771,562
رونق,674,543,721,568
این,641,541,673,569
ناحیه,593,541,639,568
صنعتی,529,545,591,569
با,513,541,527,568
توسعه,455,543,511,568
زیرساختی,361,541,453,569
آن,331,537,360,564
هستیم,274,546,330,574
که,244,539,273,562
امیدواریم,157,541,242,574
با,140,541,155,568
رونق,93,542,139,568
این,59,541,90,569
بخش,893,610,944,637
بتوانیم,835,609,892,642
در افزایش,741,609,833,637
اشتغال,681,608,740,632
در این,621,609,680,637
منطقه,569,607,620,630
باشیم.,512,609,567,642
وی,477,614,510,635
با,461,609,476,636
بیان,424,609,459,636
اینکه,376,604,423,636
14,347,609,373,630
قرارداد,281,609,345,637
واگذاری,197,603,280,635
در,169,614,195,635
ناحیه,122,609,168,636
صنعتی,59,613,120,638
رضی,894,678,945,706
آماده,843,674,893,698
سرمایه,781,677,842,705
گذاری,718,671,785,703
است،,663,677,716,699
گفت:,605,671,662,699
امیدواریم,518,677,603,710
تا,500,677,517,698
سال,460,676,498,701
آ,443,674,459,698
ینده,409,680,447,704
1,380,677,391,698
واحد,329,677,378,703
از این,274,677,327,705
بخش‌های,184,677,273,705
سرمایه,122,677,182,705
گذاری,59,671,127,703
را,926,745,945,771
در,895,751,921,771
ناحیه,845,745,892,772
صنعتی,780,749,841,774
رضی,724,746,775,774
به,702,751,720,772
بهره‌برداری,597,745,697,773
برسانیم,529,745,593,778
که,496,743,525,766
قطعا,452,744,492,766
با,433,745,448,772
این,397,745,429,774
روند,349,747,393,771
منطقه,293,744,344,766
محروم,227,753,288,778
رضی,172,746,222,774
نیز,141,747,168,773
از,117,745,138,771
توسعه,59,748,114,773
متوازن,884,813,944,841
بهره‌مند,814,816,882,841
خواهد,751,813,812,841
شد.,712,815,749,835
