word,x1,y1,x2,y2
از,924,63,945,89
شاخص,854,64,923,92
ها,830,63,851,84
همچون,759,65,828,91
توسعه,701,66,757,91
اقتصادی،,614,63,699,89
فضای,557,63,612,89
کسب,500,61,556,92
و,482,71,498,90
کار,445,61,482,90
و,428,71,444,90
اشتغال,369,62,427,87
و...,334,71,366,90
جایگاه,269,57,332,90
خوبی,213,66,267,92
نداریم.,147,63,212,96
وی,111,69,145,90
اضافه,59,63,109,86
کرد:,899,129,945,159
به,879,137,897,159
نظر,841,130,876,159
می,810,140,840,160
رسد,766,135,808,158
با,748,132,763,159
وجود,691,137,744,159
این,656,132,688,160
توانایی,591,132,654,160
های,549,132,588,157
علمی,494,131,545,160
و,475,139,491,158
پژوهشی,399,133,474,160
به,377,137,396,159
اندازه,323,132,374,158
کافی,271,129,321,160
آنها,232,128,270,158
را,210,132,229,158
در,181,137,207,158
حل,144,131,179,161
مشکلات,59,127,141,154
و,928,207,944,226
توسعه,872,202,927,227
اقتصاد,812,200,869,222
کشور,752,198,810,227
و,735,207,751,226
به,716,205,734,227
تبع,684,203,714,233
استان,633,200,682,223
خود,589,202,631,227
بکار,544,195,587,227
نگرفته,484,193,543,228
ایم.,447,200,482,233
ویسی,891,288,944,309
اعلام,840,280,888,313
کرد:,791,278,837,308
البته,753,278,789,307
در,722,286,749,306
گذشته,659,274,722,301
بخشی,599,282,656,309
از,575,280,596,306
پژوهش,503,282,574,308
هایی,454,280,500,309
که,423,278,452,301
در,393,286,420,306
دانشگاه,322,274,392,301
ها,298,280,319,301
شکل,246,275,295,309
می,213,288,242,309
گرفت,150,274,210,308
کاربردی،,59,278,147,308
هدفمند,877,348,944,370
و,859,356,875,374
تقاضا,809,348,859,371
محور نبود,716,350,806,376
که,687,346,715,369
به,667,354,685,375
تدریج,606,351,665,381
چنین,557,352,604,377
ادبیاتی,494,348,555,377
در دانشگاه,397,342,493,374
ها,374,348,395,369
رایج,328,348,373,381
شد,296,349,327,369
تا,278,348,294,369
پژوهش,206,350,277,377
ها,183,348,204,369
رافع,142,348,182,382
مشکلات,58,344,141,371
استان,896,416,945,439
شوند.,840,417,894,444
وی,804,422,838,442
اعلام,754,416,802,449
کرد:,707,414,752,444
هر,678,422,704,444
چند,643,419,682,444
آموزش,570,413,642,445
عالی,524,415,568,445
درحال,460,415,522,442
سوق,412,416,458,444
یافتن,363,416,409,445
به,343,422,361,443
سمتی,287,421,341,445
است,240,416,285,438
که,210,414,239,437
پژوهش,137,418,208,445
هایش,80,417,135,445
را,58,416,78,442
در,918,490,944,511
جهت,865,488,917,511
رفع,829,485,863,518
مشکلات,746,480,827,507
استان,695,484,744,508
حر,662,492,693,512
کت,626,482,668,506
دهد،,578,488,624,506
اما,553,484,576,505
از سوی,482,485,551,512
دیگر دستگاه,366,478,480,512
های,324,484,364,510
اجرایی,259,484,323,513
هم,229,490,257,518
باید,191,485,227,512
تقاضاهای,102,484,190,510
خود,59,487,100,512
را,926,553,945,579
به,906,558,924,580
دانشگاه,835,546,904,574
ها,813,553,834,574
اعلام,763,553,812,586
کنند.,713,551,762,574
یعنی,668,557,711,581
همانطوری,573,552,666,580
که,543,551,572,574
دانشگاه,473,546,542,574
آماده,423,549,473,574
عرضه,366,554,421,580
است،,311,553,365,574
تقاضا,259,553,310,575
هم,229,558,258,586
باید,193,553,228,580
برای,148,553,191,580
این,115,553,147,581
عرضه,59,554,114,580
وجود,892,626,944,648
داشته,839,621,888,642
باشد,793,621,835,648
تا,773,621,790,642
نتایج,724,621,770,653
مثمرثمری,631,621,721,649
را,608,621,628,647
از,584,621,605,647
آن,554,617,583,644
ببینیم.,498,625,550,654
معاون,441,621,494,647
پژوهش,367,623,437,649
و,347,629,363,647
فناوری,281,621,345,647
دانشگاه,209,614,277,642
رازی,156,621,205,647
به,134,626,153,648
وضعیت,59,622,131,648
این,913,689,945,717
دانشگاه,842,683,911,710
هم,811,695,840,722
در,782,695,809,715
عرصه,727,695,782,717
پژوهش,654,691,725,717
و,636,697,652,715
تولیدات,561,688,635,717
علمی,507,688,559,718
اشاره,457,689,505,715
کرد,416,687,456,717
و,397,697,413,715
گفت:,340,683,398,711
در,312,695,339,715
حال,271,688,311,713
حاضر,213,689,269,717
دانشگاه,143,683,212,710
رازی,91,689,141,715
بین,59,696,90,717
دانشگاه,876,751,945,778
های,831,757,871,783
جامع,778,757,825,791
کشور,716,755,774,785
در,686,763,713,783
رتبه,646,760,683,784
دهم,601,763,640,790
و,580,765,596,783
یازدهم,512,757,576,790
قرار,468,757,507,785
دارد,424,757,465,783
که,391,755,419,778
حاکی,328,755,386,786
از,303,757,324,783
عملکرد,229,753,300,785
خوب,170,760,223,785
این,133,757,165,786
دانشگاه,59,751,128,778
درحوزه,872,827,945,853
پژوهش,799,827,870,854
است،,744,825,797,847
اما,719,825,742,846
از دیگر,645,819,716,853
سو,614,834,644,853
می,583,833,612,854
بینیم,540,829,580,858
که,509,823,538,846
استان,458,825,507,849
ما,437,826,455,846
در,408,831,435,851
شاخص,337,825,407,854
هایی,290,826,335,854
مانند,244,825,287,846
توسعه،,178,828,241,853
اشتغال,117,824,176,849
و,99,833,115,852
