word,x1,y1,x2,y2
1,930,64,941,84
1,918,64,929,85
نفر,880,63,910,91
از,854,63,875,89
طلاب,791,62,848,92
حوزه‌های,697,63,784,91
علمیه,640,63,690,90
آذربایجان,542,60,634,90
شرقی,482,64,535,92
به,456,69,474,90
لباس,403,62,449,92
روحانیت,314,63,396,90
ملبس,256,63,307,92
شدند,199,65,248,84
حجت,131,67,190,89
الاسلام,59,62,125,96
والمسلمین,852,130,944,160
سید,813,135,850,159
محمدعلی,720,131,810,160
آل,689,128,718,155
هاشم,637,132,687,165
در,609,137,635,158
مراسم,552,132,607,165
عمامه,496,132,549,153
گذاری,427,126,495,158
این,393,132,425,160
طلبه‌ها،,326,130,390,159
وظایف,256,130,323,158
آنان,214,128,254,155
را,192,132,212,158
سنگین,129,125,190,160
برشمرد,59,133,126,159
و,928,207,944,226
گفت:,871,194,928,221
روحانیون,784,200,869,227
باید,746,200,781,227
با,729,200,743,227
حفظ,678,198,726,221
شأن,637,194,675,223
و,618,207,634,226
جایگاه,554,193,617,227
لباسی,499,198,551,228
که,469,198,497,221
بر,445,208,466,228
تن,418,202,444,228
دارند,367,200,415,226
نسبت,312,202,364,227
به,291,205,310,227
شبهات,226,200,289,227
مو,197,208,222,227
جود,160,205,202,227
در,131,206,157,226
جامعه,76,200,130,225
و,57,207,73,226
فضای,890,268,945,294
مجازی,821,268,886,294
پاسخی,754,268,818,297
متقن,706,268,750,296
داشته,653,268,703,289
باشند.,596,268,651,295
وی،,551,274,593,294
فقها,511,268,548,294
و,491,276,507,294
روحانیت,407,268,489,295
را,385,268,404,294
متصدی,311,271,381,294
تربیت،,246,271,308,296
هدایت,179,268,242,295
و,159,276,175,294
ارشاد,107,268,157,294
مردم,59,274,104,301
دانست,883,336,945,358
و,865,344,881,362
افزود:,808,336,863,364
بدون,758,338,806,363
مطالعه,699,335,756,357
و,680,344,696,362
معلومات،تنها,563,336,678,364
ملبس‌بودن,467,336,560,365
به,446,342,465,363
لباس,397,335,443,365
روحانیت،,305,336,395,363
کافی,254,334,303,365
نیست،,192,338,252,363
بلکه,149,332,189,363
روحانی,76,336,146,365
و,57,344,73,362
مبلغ,907,404,944,438
باید,870,404,905,431
دین‌شناس,778,404,867,433
بوده،,729,410,776,432
احکام,670,400,727,437
الهی,626,403,668,433
و,609,412,624,430
معارف,544,404,607,430
دین,504,410,542,433
را,483,404,502,430
بداند,435,404,480,431
و,417,412,433,430
پاسخ‌,368,404,416,437
گوی,322,399,372,432
شبهات,257,404,320,431
باشد.,207,404,254,431
وی,171,410,204,430
با,154,405,169,431
بیان,117,404,152,431
این‌,83,404,115,433
که,59,402,88,425
بعد,913,476,944,499
از,890,472,910,499
شیوع,840,474,889,505
کرونا,786,470,838,500
شبهات,720,473,784,500
علیه,680,472,718,499
نظام،,631,471,678,506
روحانیت,547,473,629,499
و,528,480,544,499
اسلام,477,472,527,505
با,930,553,944,580
اشکال,867,548,925,576
دیگری,796,546,862,580
در,765,558,791,579
فضای,707,553,762,578
مجازی,637,553,702,579
افزایش,567,553,633,581
یافته,523,553,563,580
است،,466,553,519,574
گفت:,405,547,462,574
روحانیت,319,553,401,580
پر,292,561,314,581
چمدار,235,553,297,580
نظام,193,551,231,586
اسلامی,122,552,188,581
بوده,78,558,118,580
و,58,560,74,579
انقلاب,882,620,945,649
ملت,839,620,880,643
ایران,791,621,836,649
با,774,621,789,648
همین,723,627,773,649
پر,699,629,721,649
چمداری,624,621,703,648
به,604,626,622,648
نتیجه,555,623,602,648
رسیده,496,624,553,648
است،,441,621,494,643
از,419,621,439,647
این,387,621,418,649
رو,358,629,385,647
دانش,306,621,357,649
آمو,268,617,305,648
ختگان,211,614,272,644
مدارس,143,621,209,649
دینی,96,625,140,650
باید,59,621,94,648
در,918,695,945,715
این,884,689,916,717
مسیر,836,697,881,717
با,819,689,834,716
صلابت,749,689,816,716
قدم,710,689,745,722
بردارند.,636,689,707,717
امام,599,689,633,722
جمعه,544,694,595,714
تبریز,494,692,541,717
با,478,689,493,716
تاکید,424,687,474,716
بر,399,697,421,717
ضرورت,319,690,398,717
خودسازی,224,689,316,717
روحانیت,139,689,221,716
گفت:,78,683,136,711
تا,59,689,75,710
زمانی,893,757,945,786
که,863,755,891,778
مبلغ,823,757,860,791
دین,783,763,820,786
خود,739,760,780,785
را,717,757,736,783
اصلاح,653,757,715,790
نکند,607,753,651,778
نمی‌تواند,525,757,605,786
در,496,763,523,783
راستای,431,757,495,783
اصلاح,367,757,429,790
جامعه,310,757,364,783
حر,277,765,308,785
کت,240,755,282,779
موثر,195,757,238,785
داشته,145,757,195,778
باشد.,94,757,143,784
وی,59,763,92,783
با,930,826,944,852
بیان,893,826,927,852
این‌,858,825,890,854
که,834,823,863,846
خداوند,764,825,831,852
متعال,713,824,761,849
ناظر,671,824,711,853
و,654,833,670,852
مردم,607,831,652,858
ارزیاب,539,825,605,854
رفتارهای,454,825,536,851
