word,x1,y1,x2,y2
کشور,888,61,945,91
به,869,69,887,90
تصویب,794,66,865,92
رسید,743,66,791,90
و,724,71,740,90
قرار,684,63,722,91
شد,651,65,682,84
که,620,61,649,84
پنج,584,67,618,96
ساله,542,62,581,84
اجرایی,475,63,539,92
شود،,424,65,472,91
عنوان,370,63,422,91
کرد:,321,61,368,91
متاسفانه,249,64,318,84
بنا,225,63,246,90
به,204,69,222,90
دلایلی,141,62,201,92
این,106,63,138,92
طرح,58,62,103,96
طی,911,130,944,160
پنج,874,135,908,164
سال,834,131,872,155
گذشته,769,126,832,152
تنها,733,132,767,158
20,702,132,726,153
درصد,643,135,700,158
پیشرفت,569,132,641,160
داشته,517,132,566,152
است.,463,132,514,153
هادی,410,132,460,157
چگنی,349,125,407,160
متذ,314,130,346,152
کرشد:,256,129,318,159
باتو,219,132,253,159
جه,194,137,223,157
به,173,137,191,159
اینکه,123,127,170,158
درحال,59,131,120,158
حاضر,888,200,944,228
30,855,200,881,221
درصد,796,203,853,226
دعاوی,729,200,792,226
مطرح,670,199,724,232
شده,626,201,666,221
در,595,205,622,226
محاکم,529,198,592,233
قضایی,464,200,525,228
مربوط,400,198,460,228
به,378,205,396,227
اراضی,313,200,374,228
و,293,207,309,226
متعلقات,217,199,290,221
آن,185,196,214,223
است،,127,200,180,221
بنابراین,59,200,123,228
اجرای,886,268,945,296
این,853,268,885,296
طرح,806,266,851,300
می‌تواند,733,268,805,297
به,713,273,731,295
کاهش,649,266,712,296
دعاوی,584,268,647,294
و جلو,527,267,582,295
گیری,478,262,533,296
از زمین,410,268,476,296
خواری,342,268,408,295
و,325,276,341,294
مدیریت,251,271,324,296
زمین,203,270,249,296
در,175,274,202,294
کشور,118,266,175,295
کمک,59,264,119,289
کند.,901,334,945,358
وی,865,342,898,362
با,847,336,862,363
بیان,808,336,843,363
اینکه,759,332,806,363
اجرای,697,336,756,364
طرح,649,335,694,369
کاداستر,574,334,647,364
باید,537,336,573,363
در,507,342,534,362
دو,479,342,506,362
بخش,426,338,478,365
تهیه,386,339,422,363
نقشه,340,336,383,357
و,321,344,337,362
تثبیت,268,338,320,363
انجام,219,336,266,369
گیرد،,162,330,217,364
عنوان,107,336,159,364
کرد:,58,334,105,364
در,918,410,945,430
بخش,864,406,916,433
تهیه,823,407,860,431
نقشه,777,404,819,425
حدود,718,407,773,430
162,675,404,712,425
میلیون,614,404,670,432
هکتار,554,400,610,430
زمین,506,406,552,433
در,475,410,502,430
کشور,417,402,474,432
داریم,363,404,415,438
که,332,402,360,425
از,307,404,327,430
این,273,404,305,433
میزان,221,404,269,432
139,178,404,215,425
میلیون,116,404,173,432
هکتار,57,400,113,430
مربوط,886,471,944,500
به,864,478,883,500
منابع,819,472,861,506
ملی,780,472,815,501
و,761,480,777,499
طبیعی,703,471,759,501
و,684,480,700,499
یک,643,468,682,499
میلیون,583,472,640,500
هکتار,524,468,580,499
رودخانه,449,473,522,499
و,430,480,446,499
دریا,390,473,428,499
و,371,480,387,499
حریم,318,480,369,506
آنها,279,469,316,499
است.,225,472,276,494
طبق,184,471,222,500
قانون,133,473,181,500
کاداستر,58,470,131,500
اراضی,884,541,945,569
که,853,538,882,562
در,824,546,850,567
مالکیت,753,536,821,568
دولت,695,539,749,567
قرار,654,541,692,568
دارد،,603,541,652,567
تهیه,563,544,600,568
نقشه,517,541,559,562
آن,485,537,514,564
باید,447,541,482,568
توسط,388,539,443,568
دستگاه‌های,283,534,385,566
اجرایی,215,541,279,569
انجام,165,541,212,573
شود.,116,542,162,568
معاون,59,541,112,567
ثبت,906,609,944,636
اسناد,858,609,903,630
کشور,799,607,856,636
عنوان,746,609,798,636
کرد:,699,607,744,637
حدود,642,612,696,635
20,611,609,635,630
میلیون,553,608,610,636
هکتار,495,605,550,635
می‌ماند,430,609,494,638
که,400,607,429,630
ما,379,609,398,630
باید,342,609,377,636
نقشه,297,609,340,630
آن,267,605,296,632
را,246,609,265,635
تهیه,206,612,243,636
کنیم,160,607,204,641
که,130,607,158,630
این,96,609,127,637
کار,57,607,94,635
را,925,677,945,703
به,904,682,923,704
دو,875,683,902,703
شکل,824,673,873,706
می,791,685,821,706
توان,747,677,788,705
انجام,698,677,745,710
داد،,658,677,695,698
یا,639,677,655,704
اینکه,589,673,636,704
برون,541,679,586,705
سپاری,479,677,539,705
شود,436,678,476,705
و,417,685,433,703
یا,399,677,416,704
آنکه,352,673,397,698
خودمان,277,677,349,705
آن,247,674,276,700
را,224,677,244,703
انجام,175,677,222,710
دهیم.,121,683,172,710
باتو,83,677,118,705
جه,59,682,88,702
به,926,750,944,772
اینکه,876,741,923,772
تعداد,823,745,871,766
افراد,777,745,819,773
نقشه,731,745,773,766
بردار,680,745,727,773
در,651,751,677,771
واحدهای,563,745,648,771
ثبتی,520,745,559,774
زیاد,477,745,516,772
نیست،,414,747,474,772
برای,368,745,411,773
همین,315,751,364,774
بدنبال,257,744,311,772
برون,209,747,254,773
سپاری,146,745,205,773
تهیه,105,748,141,772
نقشه,59,745,101,766
کاداستر,872,811,945,841
هستیم,816,818,871,847
و,797,821,813,840
اکنون,741,811,796,841
هم,710,819,739,847
در,681,819,708,839
چهاراستان,587,813,680,841
اصفهان،,510,813,585,840
آذربایجان,416,810,508,840
شرقی،,354,813,414,842
کردستان,271,811,352,841
و,253,821,268,840
فارس,199,813,251,842
بصورت,123,817,197,841
