word,x1,y1,x2,y2
,1564,130,1603,164
,1514,117,1568,165
,1465,128,1504,164
,1437,138,1457,164
,1380,133,1441,166
,1565,261,1604,297
,1507,249,1558,298
,1459,267,1497,297
,1402,249,1462,299
,1352,250,1395,285
,1318,251,1340,286
,1298,251,1313,286
,1172,254,1285,297
,1143,250,1165,294
,1040,264,1134,297
,943,250,1033,298
,881,249,933,297
,852,271,872,297
,784,255,856,298
,669,263,775,297
,642,267,662,297
,552,259,635,297
,528,250,556,286
,503,263,532,298
,377,250,495,297
,348,267,368,297
,240,249,341,299
,192,261,231,297
,102,250,185,294
,1494,371,1604,410
,1522,370,1538,380
,1463,382,1483,408
,1406,377,1467,410
,1374,378,1394,408
,1256,375,1365,410
,1302,370,1318,380
,1137,361,1245,409
,1086,374,1125,408
,1036,361,1090,409
,994,377,1024,408
,956,360,998,408
,933,360,960,408
,863,365,924,396
,778,371,851,408
,718,361,770,408
,611,361,706,409
,550,361,602,408
,521,378,541,408
,492,382,512,408
,454,361,496,396
,310,360,442,410
,390,370,406,380
,210,360,299,409
,172,360,199,408
,102,361,176,408
,1521,471,1603,519
,1470,472,1513,519
,1445,483,1474,507
,1356,471,1434,519
,1327,489,1347,519
,1253,482,1318,519
,1200,472,1257,520
,1167,472,1189,516
,1081,475,1156,507
,1099,481,1115,491
,985,472,1070,520
,952,485,966,499
,929,473,944,508
,843,472,914,521
,736,472,833,521
,694,482,725,516
,640,471,683,519
,599,476,644,520
,565,485,579,499
,537,473,562,508
,515,473,538,508
,415,472,504,519
,398,483,419,507
,299,472,386,520
,250,483,289,519
,214,471,241,519
,143,472,218,519
,102,482,132,516
,1553,596,1603,630
,1540,598,1558,618
,1495,599,1526,630
,1423,582,1499,630
,1359,600,1408,632
,1325,604,1345,630
,1270,593,1329,618
,1179,583,1257,632
,1146,604,1166,630
,1054,597,1150,632
,956,583,1039,630
,882,583,960,631
,827,583,869,630
,801,594,831,618
,768,604,788,630
,747,582,772,618
,637,582,733,630
,571,582,622,631
,486,583,557,632
,439,583,473,618
,405,600,425,630
,345,587,393,630
,292,583,351,618
,301,592,317,602
,213,583,279,628
,101,583,198,632
,1584,705,1604,742
,1519,705,1588,739
,1400,694,1506,742
,1312,696,1385,731
,1254,698,1302,742
,1209,696,1245,742
,1159,694,1213,744
,1131,690,1147,730
,1077,705,1134,730
,1040,695,1064,730
,977,694,1028,743
,839,705,964,742
,794,695,827,730
,677,695,782,739
,686,704,702,714
,599,695,665,740
,522,698,586,742
,490,716,510,742
,484,694,493,730
,457,690,473,730
,411,695,459,742
,317,695,402,730
,254,709,305,742
,169,694,242,730
,101,694,157,730
,1552,805,1603,854
,1504,823,1543,853
,1448,805,1508,855
,1408,816,1439,850
,1333,822,1399,853
,1301,815,1337,841
,1230,806,1291,855
,1201,823,1221,853
,1172,806,1193,850
,1069,820,1162,853
,971,806,1061,854
,909,805,961,853
,880,827,900,853
,812,811,884,854
,697,819,802,853
,670,823,690,853
,597,816,662,853
,493,806,588,854
,434,806,485,853
,407,823,427,853
,380,827,400,853
,342,806,384,841
,200,805,332,855
,279,815,295,825
,160,822,191,853
,123,805,164,853
,100,805,126,853
,1554,934,1603,966
,1480,921,1545,964
,1447,917,1471,952
,1356,917,1438,952
,1256,916,1346,966
,1227,934,1247,964
,1170,930,1220,964
,1157,932,1175,952
,1117,933,1148,964
,1045,916,1121,964
,1009,916,1035,964
,877,927,1001,964
,803,917,869,962
,760,924,793,964
,683,917,764,962
,635,928,674,964
,544,920,628,965
,450,917,535,965
,345,917,441,966
,263,927,336,964
,205,917,257,964
,101,917,196,965
,1553,1028,1605,1075
,1525,1045,1545,1075
,1498,1049,1518,1075
,1460,1028,1502,1063
,1317,1027,1450,1077
,1397,1037,1413,1047
,1218,1027,1307,1076
,1182,1027,1208,1075
,1111,1028,1186,1075
,1017,1031,1101,1076
,922,1028,1006,1076
,892,1049,912,1075
,886,1027,895,1063
,811,1028,876,1077
,774,1027,800,1075
,630,1041,765,1076
,688,1037,704,1047
,536,1031,620,1076
,460,1028,526,1073
,320,1027,450,1073
,224,1028,311,1075
,185,1044,216,1075
,119,1032,189,1075
,102,1039,123,1063
,1583,1157,1603,1187
,1490,1139,1573,1175
,1507,1149,1523,1159
,1439,1151,1478,1187
,1364,1140,1431,1187
,1269,1143,1354,1188
,1218,1151,1257,1187
,1165,1140,1222,1189
,1194,1149,1210,1159
,1018,1143,1152,1189
,921,1143,1005,1188
,824,1140,908,1188
,757,1157,811,1187
,740,1151,761,1175
,666,1140,728,1176
,618,1156,668,1184
,627,1149,643,1159
,522,1150,605,1185
,471,1151,510,1187
,428,1140,475,1175
,437,1149,453,1159
,380,1141,416,1187
,357,1139,384,1187
,306,1139,347,1187
,259,1141,311,1175
,277,1149,293,1159
,227,1157,247,1187
,178,1151,217,1187
,102,1140,167,1187
,1538,1251,1604,1296
,1455,1250,1526,1298
,1360,1251,1444,1299
,1318,1267,1349,1298
,1257,1250,1308,1299
,1181,1262,1244,1298
,1145,1251,1168,1286
,1008,1261,1132,1298
,931,1251,997,1296
,821,1251,918,1300
,771,1262,809,1298
,690,1251,761,1286
,569,1251,677,1287
,469,1250,557,1299
,437,1268,457,1298
,388,1262,427,1298
,359,1272,379,1298
,299,1261,362,1286
,317,1260,333,1270
,222,1251,288,1296
,101,1251,209,1287
,1499,1362,1604,1406
,1508,1371,1524,1381
,1438,1365,1485,1409
,1420,1373,1441,1397
,1388,1383,1408,1409
,1382,1361,1391,1397
,1354,1357,1370,1397
,1308,1362,1357,1409
,1214,1362,1298,1397
,1151,1376,1201,1409
,1107,1372,1138,1406
,1044,1375,1094,1409
,1030,1377,1048,1397
,986,1378,1017,1409
,913,1361,990,1409
,855,1362,900,1409
,792,1361,844,1409
,731,1366,778,1409
,677,1362,736,1397
,686,1371,702,1381
,567,1362,663,1411
,445,1362,553,1410
,392,1375,431,1409
,342,1362,396,1410
,302,1361,329,1409
,247,1366,306,1409
,195,1373,234,1409
,101,1362,184,1406
,1494,1483,1604,1522
,1522,1482,1538,1492
,1462,1494,1482,1520
,1406,1489,1467,1522
,1330,1472,1394,1520
,1316,1488,1334,1508
,1263,1473,1306,1520
,1246,1484,1267,1508
,1215,1490,1235,1520
,1147,1472,1205,1520
,1121,1484,1150,1508
,1059,1472,1110,1521
,922,1483,1046,1520
,872,1484,911,1520
,778,1476,862,1521
,657,1483,766,1522
,685,1482,701,1492
,625,1490,645,1520
,577,1484,616,1520
,548,1494,568,1520
,489,1482,552,1508
,444,1480,476,1520
,399,1473,448,1517
,278,1473,387,1521
,162,1473,267,1517
,171,1482,187,1492
,101,1490,150,1522
,1529,1584,1605,1619
,1498,1601,1518,1631
,1463,1583,1489,1631
,1379,1584,1454,1631
,1262,1583,1369,1631
,1217,1601,1253,1631
,1166,1584,1220,1619
,1124,1600,1168,1633
,1093,1601,1113,1631
,1026,1584,1085,1619
,964,1598,1028,1631
,880,1590,953,1632
,843,1583,869,1631
,812,1597,826,1611
,784,1584,808,1620
