word,x1,y1,x2,y2
1.8,910,63,943,85
درصد,847,68,902,91
از,823,62,842,91
خانوارهای,725,62,817,91
خراسان,647,62,718,91
شمالی,579,62,640,92
مشمول,502,62,572,91
دریافت,429,62,496,91
سبد,381,68,423,89
معیشتی,297,66,374,92
شدند.,235,65,291,84
نوری,181,66,229,91
در,149,68,175,91
نشست,80,66,144,85
با,59,62,74,89
اصناف,884,123,945,145
خراسان,809,122,881,152
شمالی,744,123,806,152
که,713,123,741,145
در,686,129,710,152
ارتباط,624,123,683,152
با,606,123,621,150
شیوع,550,125,603,152
ویروس,481,132,547,152
کرونا,431,123,479,152
در,403,129,428,152
2,368,123,384,145
فروردین,288,123,365,152
در,260,129,285,152
محل,210,123,257,151
استانداری,117,123,207,152
بر,93,132,114,152
گزار,58,122,99,152
شد،,906,186,944,205
اظهار,852,183,903,212
کرد:,807,184,851,212
از,786,183,805,212
یک,749,184,783,210
میلیون,680,183,745,212
خانوار,620,183,676,212
موجود,556,189,617,212
در,527,189,552,212
کشور,472,183,526,212
که,443,184,471,205
بسته,393,188,440,210
2,343,184,360,206
تا,323,183,340,205
60,275,184,301,206
هزار,232,183,273,212
تومانی,169,183,229,213
مشمول,95,184,165,212
آن,64,181,91,212
ها,922,244,945,266
شدند،,862,246,919,266
16,830,245,857,266
هزار,783,244,825,273
و,767,253,781,273
80,718,244,745,266
خانوار,659,244,715,273
متعلق,599,244,657,273
به,576,250,596,271
خراسان,500,244,572,273
شمالی,435,244,497,273
بوده,392,250,431,273
است.,338,244,388,266
وی,912,324,945,345
در,884,322,910,345
ارتباط,823,316,882,345
با,805,317,821,344
بیمه,759,322,802,344
بیکاری,691,317,756,345
نیز,658,320,688,345
بیان,616,317,656,345
کرد:,570,317,613,345
در,542,323,568,345
کشور,487,317,541,345
32,439,317,470,339
هزار,396,316,437,345
نفر,363,318,394,345
برای,319,317,361,345
دریافت,249,317,315,345
بیمه,203,322,245,344
بیکاری,134,317,200,345
در,106,322,131,345
زمان,59,317,104,345
شیوع,893,380,944,407
ویروس,824,387,890,407
کرونا,773,378,821,406
ثبت,729,379,770,405
نام,699,378,726,407
کرده,650,378,697,406
بودند,597,381,646,406
که,567,378,594,400
از,545,377,564,406
این,510,377,543,407
تعداد,457,377,507,400
سه,423,383,454,400
هزار,379,377,419,406
و,363,387,377,406
20,315,378,341,400
نفر,281,379,312,406
اهل,242,377,279,406
خراسان,167,378,238,407
شمالی,102,378,163,407
بوده,59,384,98,406
و,931,448,945,467
تاکنون,864,438,928,467
اطلاعات,784,438,860,462
اولیه,737,438,781,467
دو,708,444,734,467
هزار,665,438,707,467
و,648,448,662,467
30,600,439,627,460
نفر,567,440,597,467
تایید,518,438,564,465
شده,473,440,514,460
است.,420,438,469,460
نوری,897,514,945,539
افزود:,842,511,895,539
متاسفانه,762,511,840,533
در,735,517,760,539
حوزه,685,516,733,539
اصناف,623,510,683,533
تعدادی,552,510,620,538
از,531,511,550,539
کار,499,511,531,539
گران،,451,510,504,540
بیمه,406,516,448,538
نیستند,337,514,404,538
و,320,520,334,539
مشمول,249,511,319,539
قانون,197,511,247,540
تامین,141,511,194,540
اجتماعی,58,511,139,540
نمی,905,575,945,601
شوند،,847,574,902,600
اما,820,571,845,593
هر,790,578,818,600
صنفی,731,573,789,601
که,701,571,729,593
کارگر,644,571,699,600
بیمه,600,577,643,598
شده,556,573,597,593
داشته,497,571,553,593
باشد,450,571,495,598
برای,404,571,448,600
پرداخت,328,571,402,600
بیمه,283,577,325,598
بیکاری,214,571,280,600
مورد,167,577,212,600
پذیرش,97,572,164,600
قرار,57,571,94,600
می,913,642,944,662
گیرد.,859,632,910,661
وی,912,713,945,734
ادامه,864,704,909,727
داد:,826,705,861,727
علاوه,773,705,823,734
بر,750,714,771,734
آن,721,702,749,734
اعلام,672,705,719,735
شده,627,707,668,727
که,597,705,625,727
حق,557,709,594,734
بیمه,512,711,555,732
اسفند،,447,704,509,727
فروردین,367,705,444,734
و,351,714,364,734
اردیبهشت,254,704,348,734
نیاز,217,705,251,734
به,194,710,215,732
پرداخت,117,704,191,734
نیست,58,708,114,732
و,930,775,944,794
کارفرما,862,765,929,794
می,827,775,858,795
تواند,780,765,824,794
این,744,765,777,794
حق,703,770,740,794
بیمه,657,771,700,792
را,636,765,654,794
تا,616,766,633,787
پایان,566,765,612,795
سال,521,766,562,794
پرداخت,444,765,517,794
کند.,397,766,441,787
1,915,839,926,861
طرح,866,839,910,868
تعاونی,802,839,862,868
در,773,845,799,867
اردبیل,711,838,771,867
افتتاح,652,838,707,868
شد/,608,840,648,862
راه,579,838,606,867
اندازی,516,838,576,867
شر,482,841,513,867
کت,450,839,488,861
تعاونی,387,839,447,868
پوشاک,317,839,383,868
