word,x1,y1,x2,y2
راور,907,62,945,91
در,877,68,903,91
مجلس,810,63,874,91
شورای,742,62,804,91
اسلامی,669,62,736,92
از,644,62,663,91
وضعیت,570,65,641,91
نامناسب,487,62,565,89
سیستم,413,67,482,92
ارتباطی,336,62,408,92
و,316,72,330,91
تلفن,267,62,311,91
ثابت,218,62,261,89
و,198,72,212,91
همراه,141,62,194,91
در,110,68,136,91
حوزه,58,68,106,91
شهرستان,856,123,944,152
های,812,123,854,150
کرمان,751,123,810,152
و,734,132,748,152
راور,694,122,732,152
در,667,129,692,152
دستور,605,128,665,152
کار,571,123,604,152
کمیسیون,479,123,570,152
صنایع,417,123,476,152
مجلس,351,123,414,152
شورای,286,123,348,152
اسلامی,215,123,283,152
قرار,175,123,212,152
گرفت,117,122,173,152
و,101,132,115,152
پیرو,58,132,98,152
این,912,183,944,212
سئوال،,843,183,907,212
نشست,774,187,838,206
مشتر,719,187,770,212
کی,690,184,724,213
با,670,183,686,210
حضور,609,186,666,212
وزیر,565,189,605,212
ارتباطات,480,183,561,212
و,462,193,476,212
فناوری,394,183,459,212
اطلاعات،,307,183,390,207
دکتر,256,184,302,212
پورابراهیمی,145,183,252,213
و,126,193,141,212
مدیران,59,183,123,212
کل,912,244,945,273
ارتباطات,828,244,909,273
فناوری,760,244,825,273
اطلاعات,680,244,756,268
و,662,253,676,273
مدیر,614,250,660,273
کل,586,244,620,273
مخابرات,506,244,583,273
استان,448,244,503,273
کرمان,386,244,445,273
معاونان,315,244,383,273
پارلمانی,237,244,311,273
و,220,253,234,273
تخصصی,137,246,217,273
وزیر,93,249,134,273
و,76,253,90,273
با,59,244,74,271
هدف,895,305,945,327
بررسی,830,314,893,334
آخرین,766,302,827,333
وضعیت,692,307,762,333
ارتباطات,608,304,689,333
در,580,311,605,333
کرمان,520,305,579,333
و,502,314,517,333
راور,463,304,501,333
برگزار,405,304,461,333
شد.,366,307,403,327
دکترمحمدرضا,232,305,362,333
پورابراهیمی,121,304,228,334
در,93,311,118,333
این,58,304,91,333
نشست,880,368,944,387
ضمن,825,368,877,394
اعتراض,752,365,822,394
به,728,371,749,392
وضعیت,654,368,725,394
نامناسب,573,365,651,392
ارتباطات,489,365,570,394
در,460,371,486,394
شهرستان,370,365,458,394
های,326,365,367,393
کرمان,264,365,323,394
و,246,375,260,394
راور,206,365,244,394
با,189,365,204,392
توجه,137,369,186,394
به,113,371,134,392
شیوع,58,367,110,395
کرونا,898,426,945,455
و,879,436,893,455
عدم,836,432,875,456
استفاده,762,426,832,448
دانش,706,426,758,455
آموزان،,634,423,702,455
معلمان,563,426,630,455
و,545,436,559,455
سیستم,473,431,541,455
های,427,426,469,454
آموزشی,349,423,423,456
از,326,426,345,455
این,290,426,323,455
ظرفیت,218,426,286,455
گفت:,162,426,214,448
نارسایی,87,426,158,456
در,57,432,83,455
ارتباطات,864,487,945,515
بر,839,496,860,515
خی,806,488,843,516
مناطق,740,487,801,516
و,721,496,735,515
شهرهای,639,487,717,515
کرمان,576,487,635,516
را,553,487,571,515
با,533,487,549,514
مشکل,468,487,528,515
جدی,412,492,464,514
مواجه,351,486,407,515
کرده,300,487,348,515
است.,246,486,296,509
وی,209,494,242,515
افزود:,152,486,205,515
نارسایی,76,487,148,516
و,58,496,72,515
ضعف,892,549,945,570
های,848,547,889,575
سیستم,777,552,845,576
ارتباطی,701,547,774,577
در,673,553,698,576
شهرستان,583,547,671,576
های,538,547,579,575
کرمان,477,547,536,576
و,459,557,473,576
راور,420,547,457,576
با,402,547,418,574
توجه,351,551,399,576
به,327,553,348,574
شرایط,263,547,324,576
موجود,199,553,260,576
و,181,557,195,576
شیوع,127,549,179,577
ویروس,58,556,124,576
مهلک,888,608,944,636
کرونا,839,608,887,637
چرا,803,607,837,637
علی,762,608,801,637
رغم,721,609,759,637
بر,699,617,719,637
گزاری,645,607,704,637
نشست,579,611,643,630
های,535,608,576,635
فراوان,476,607,532,637
مورد,429,614,474,637
اصلاح,370,608,427,637
قرار,332,608,368,637
نمی,290,611,330,637
گیرد؟,232,607,288,637
پورابراهیمی,122,608,229,637
تصریح,58,612,120,637
کرد:,903,668,945,697
علی,860,668,900,698
رغم,819,669,857,698
توافقات,746,668,816,697
انجام,695,668,743,698
شده,650,671,692,690
طی,610,668,647,698
سال,566,668,607,697
های,521,669,562,696
گذشته,453,668,518,690
با,434,668,450,695
وزیر,389,674,431,697
ارتباطات,306,668,387,697
و,289,678,303,697
فناوری,222,668,286,697
اطلاعات,142,668,219,692
در,113,674,138,697
زمینه,58,674,111,697
وضعیت,874,732,945,758
نامناسب,793,729,870,757
سیستم,721,734,790,758
ارتباطی,645,729,717,759
در,616,735,641,758
کرمان,556,729,615,758
و,538,739,552,758
راور،,493,729,536,758
متاسفانه,412,729,490,751
با,393,729,409,756
وجود,339,735,390,758
انجام,289,729,336,759
