word,x1,y1,x2,y2
صالحی,878,62,945,92
دیدار,825,62,875,91
با,807,62,823,89
نماینده,737,62,805,89
ولی,698,62,735,92
فقیه,653,63,695,89
در,624,68,650,91
استان,567,62,623,91
و,550,72,564,91
امام,512,62,549,92
جمعه,454,68,509,89
کرمانشاه،,366,62,452,91
برگزاری,289,62,363,91
یازده,239,62,286,91
کرسی,177,63,236,92
تلاوت,117,63,173,91
و,100,72,114,91
ویژه‌,59,66,98,91
برنامه‌هایی,848,123,945,152
در,818,129,843,152
بقاع,775,123,814,152
متبر,727,128,770,152
که,705,123,732,145
استان,644,123,700,152
با,624,123,640,150
رعایت,561,123,619,152
پروتکل‌های,450,123,555,152
بهداشتی،,359,123,445,152
بر,334,132,354,152
گزاری,280,122,339,152
نشست,210,126,275,145
تخصصی,126,125,205,152
وقف,79,124,121,152
با,58,123,74,150
حضور,886,186,944,212
استاندار,811,183,883,212
کرمانشاه،,721,183,808,212
بر,696,193,717,212
گزاری,643,183,701,212
همایش,569,184,638,212
یاوران,507,183,563,212
وقف,460,184,502,212
به,435,189,456,210
صورت,370,188,431,212
کشوری,294,184,367,212
و,276,193,290,212
از,254,183,272,212
طریق,196,183,250,212
ویدئو,141,186,192,212
کنفرانس،,59,183,147,212
اجرای,887,244,944,273
طرح,837,244,882,274
دستهای,756,244,833,273
مهربانی،,675,244,751,273
اجرای,612,244,670,273
طرح,563,244,607,274
مهرتندرستی,441,248,557,273
با,420,244,435,271
حضور,358,247,415,273
پزشکان,282,244,354,273
و,263,253,277,273
کادر,215,244,260,273
درمان,154,244,211,273
در,124,250,150,273
مناطق,59,244,120,273
حاشیه‌نشین،,828,305,944,333
برپایی,767,305,825,334
ایستگاه‌های,658,304,764,332
همه,614,310,655,327
واقف,565,304,612,333
باشیم،,502,305,563,334
تجلیل,440,305,499,333
از,419,304,437,333
مدافعان,345,304,417,333
سلامت,276,305,342,328
و,259,314,273,333
غبارروبی,176,305,257,334
و,160,314,174,333
عطرافشانی,58,304,157,334
بقاع,906,365,944,395
متبر,860,370,903,394
که,837,365,865,387
را,817,365,835,394
از,796,365,815,394
جمله,744,365,795,392
برنامه‌های,651,365,741,394
تدار,609,365,648,394
ک,587,365,615,387
دیده,540,371,585,392
شده,495,367,537,387
در,467,371,493,394
دهه,427,371,465,387
وقف,382,366,424,394
در,354,371,380,394
استان,297,365,352,394
کرمانشاه,214,365,295,394
برشمرد.,137,367,212,394
17,105,366,133,388
وقف,58,366,101,394
جدید,892,432,944,453
در,862,432,888,455
استان,804,426,860,455
کرمانشاه,722,426,802,455
ثبت,677,428,717,453
شده,632,428,674,448
وی,596,434,628,455
در,566,432,592,455
ادامه,519,426,564,448
با,500,426,515,453
اشاره,448,426,497,455
به,424,432,445,453
ضرورت,350,429,420,455
برنامه‌ریزی,248,426,347,455
رسانه‌ها,174,426,245,455
برای,127,426,170,455
نهادینه,58,426,124,455
کردن,892,487,945,516
فرهنگ,820,486,888,515
وقف,775,487,817,515
در,747,493,772,515
جامعه،,681,487,744,513
گفت:,626,486,678,509
در,598,493,623,515
استان,541,487,596,516
کرمانشاه,457,487,538,515
رسانه‌ها,384,487,455,515
ورود,337,493,381,515
خوبی,282,488,334,516
به,257,493,278,514
این,222,487,254,516
حوزه,170,492,218,515
داشته‌اند,89,487,167,509
که,59,487,86,509
امیدواریم,860,547,944,576
بتواند,803,547,854,576
در,772,553,798,576
افزایش,703,547,768,576
آگاهی‌,639,544,698,577
مردم,586,553,634,577
در,556,553,581,576
مورد,507,553,551,576
اهمیت,438,547,502,574
پرداختن,353,547,432,576
به,327,553,348,574
وقف,280,548,322,576
اثر,249,547,275,576
گذار,210,547,254,576
بوده,166,553,206,576
و,146,557,161,576
زمینه‌ساز,57,547,142,576
افزایش,880,607,944,637
تعداد,826,608,876,630
موقوفات,746,608,823,636
استان,687,607,742,637
شود.,638,610,684,636
صالحی,569,608,635,637
اشاره,517,607,565,637
ای,486,607,513,635
هم,453,614,483,637
به,429,613,450,635
ثبت,384,609,425,635
17,352,608,380,630
وقف,304,608,347,636
جدید,248,613,301,635
در,220,614,245,637
استان,162,608,217,637
کرمانشاه,79,608,160,637
از,58,608,76,637
ابتدای,886,668,944,696
امسال,826,668,883,697
تاکنون,759,668,822,697
داشت,700,668,756,691
و,682,678,697,697
گفت:,630,668,681,691
عمده,577,674,627,691
این,541,668,574,697
موقوفات,462,668,538,697
در,433,674,458,697
حوزه,383,674,431,697
های,339,668,381,696
قرآنی،,277,666,336,698
کمک,222,668,275,691
به,199,674,220,695
نیازمندان،,103,668,196,697
ایتام,58,668,100,697
و,930,739,944,758
...,910,743,928,751
بوده‌,866,735,907,758
است.,813,729,863,752
وی,778,737,810,758
در,749,735,774,758
پایان,700,729,746,759
راه‌اندازی,614,729,697,758
1,581,730,592,752
نیروگاه,510,729,576,758
خورشیدی,412,731,507,758
در,382,735,408,758
بقاع,342,729,380,759
متبر,295,734,338,758
که,273,730,300,751
