word,x1,y1,x2,y2
,929,63,940,85
,915,63,926,85
,876,64,907,91
,853,62,872,91
,793,62,847,89
,701,63,787,91
,639,62,694,89
,544,60,633,91
,482,63,538,92
,455,68,476,89
,399,62,449,91
,313,62,394,91
,250,62,307,91
,193,65,244,84
,130,67,187,89
,59,62,125,92
,845,122,945,152
,797,129,839,150
,699,123,791,152
,666,120,693,151
,608,123,660,152
,577,129,602,152
,513,122,571,152
,452,123,507,146
,384,122,446,152
,345,122,378,152
,269,123,340,150
,200,123,263,152
,155,120,195,152
,132,123,149,152
,58,122,126,152
,874,186,944,212
,856,193,871,212
,803,183,854,206
,714,183,799,212
,674,183,710,210
,655,183,671,210
,603,183,651,205
,556,178,599,212
,539,193,553,212
,476,183,536,210
,414,183,472,213
,383,184,411,205
,359,193,380,212
,328,187,356,212
,277,183,324,212
,217,187,274,210
,193,189,214,210
,123,183,190,212
,58,189,120,212
,919,250,945,273
,859,244,917,271
,842,253,856,273
,784,244,839,271
,716,244,781,273
,646,244,712,273
,592,246,643,273
,533,244,588,266
,471,244,530,271
,430,252,468,273
,387,244,426,272
,370,253,384,273
,287,244,367,273
,266,244,284,273
,190,249,263,271
,123,248,186,273
,58,244,120,271
,930,314,944,333
,878,305,929,333
,828,311,875,334
,763,304,826,327
,747,314,761,333
,691,304,744,333
,642,310,690,333
,576,305,639,327
,559,314,573,333
,440,304,557,333
,337,305,437,333
,314,310,335,332
,262,305,311,333
,173,305,259,333
,123,305,171,334
,58,308,120,332
,905,365,944,392
,834,365,902,395
,817,374,831,394
,770,365,814,395
,731,365,767,392
,632,365,728,394
,583,371,629,394
,525,365,580,394
,479,365,522,395
,462,375,477,394
,400,365,460,394
,357,371,397,394
,337,365,355,394
,289,365,334,392
,271,375,285,394
,179,365,269,395
,110,365,176,393
,58,365,107,392
,912,434,945,455
,893,426,909,453
,850,426,890,455
,790,426,846,455
,754,432,787,453
,732,426,750,455
,678,428,730,456
,627,426,675,455
,558,426,624,455
,512,426,554,453
,460,426,509,456
,377,426,457,455
,359,436,374,455
,305,426,357,455
,929,499,945,526
,866,499,924,527
,797,498,861,527
,767,505,792,527
,709,499,764,526
,639,499,704,527
,570,498,634,528
,519,499,565,526
,463,498,514,521
,407,498,458,521
,323,499,402,527
,240,499,317,528
,193,499,236,528
,121,499,189,528
,76,505,116,527
,58,508,71,527
,885,559,944,586
,840,559,881,582
,790,559,836,588
,772,559,787,586
,712,566,768,588
,613,559,709,588
,589,565,610,586
,530,563,585,586
,467,565,527,588
,412,559,463,582
,390,559,409,588
,356,559,388,588
,329,569,352,588
,274,559,326,588
,180,556,271,588
,110,559,177,588
,58,565,107,589
,909,620,945,647
,847,620,907,649
,793,630,844,649
,776,620,791,647
,709,621,773,647
,670,621,707,650
,600,620,668,649
,561,620,597,649
,504,626,558,647
,453,624,501,649
,436,620,451,647
,383,620,433,647
,359,629,380,649
,288,623,358,649
,194,620,285,649
,112,620,192,649
,58,620,110,643
,927,681,944,703
,872,681,925,710
,842,681,870,703
,794,681,839,710
,752,687,792,710
,708,683,748,710
,687,681,705,710
,627,681,685,710
,580,681,625,703
,497,681,578,710
,469,687,494,710
,400,681,467,710
,340,681,397,710
,279,681,337,707
,246,689,276,710
,213,681,251,703
,168,682,210,710
,110,680,166,703
,58,681,108,708
,912,749,945,770
,893,741,909,768
,850,742,890,770
,790,741,846,770
,722,741,787,770
,663,741,718,770
,617,741,659,770
,601,751,615,770
,551,747,598,770
,487,741,547,770
,401,741,484,770
