word,x1,y1,x2,y2
,878,62,945,92
,825,62,875,91
,807,62,823,89
,737,62,805,89
,698,62,735,92
,653,63,695,89
,624,68,650,91
,567,62,623,91
,550,72,564,91
,512,62,549,92
,454,68,509,89
,366,62,452,91
,289,62,363,91
,239,62,286,91
,177,63,236,92
,117,63,173,91
,100,72,114,91
,59,66,98,91
,848,123,945,152
,818,129,843,152
,775,123,814,152
,727,128,770,152
,705,123,732,145
,644,123,700,152
,624,123,640,150
,561,123,619,152
,450,123,555,152
,359,123,445,152
,334,132,354,152
,280,122,339,152
,210,126,275,145
,126,125,205,152
,79,124,121,152
,58,123,74,150
,886,186,944,212
,811,183,883,212
,721,183,808,212
,696,193,717,212
,643,183,701,212
,569,184,638,212
,507,183,563,212
,460,184,502,212
,435,189,456,210
,370,188,431,212
,294,184,367,212
,276,193,290,212
,254,183,272,212
,196,183,250,212
,141,186,192,212
,59,183,147,212
,887,244,944,273
,837,244,882,274
,756,244,833,273
,675,244,751,273
,612,244,670,273
,563,244,607,274
,441,248,557,273
,420,244,435,271
,358,247,415,273
,282,244,354,273
,263,253,277,273
,215,244,260,273
,154,244,211,273
,124,250,150,273
,59,244,120,273
,828,305,944,333
,767,305,825,334
,658,304,764,332
,614,310,655,327
,565,304,612,333
,502,305,563,334
,440,305,499,333
,419,304,437,333
,345,304,417,333
,276,305,342,328
,259,314,273,333
,176,305,257,334
,160,314,174,333
,58,304,157,334
,906,365,944,395
,860,370,903,394
,837,365,865,387
,817,365,835,394
,796,365,815,394
,744,365,795,392
,651,365,741,394
,609,365,648,394
,587,365,615,387
,540,371,585,392
,495,367,537,387
,467,371,493,394
,427,371,465,387
,382,366,424,394
,354,371,380,394
,297,365,352,394
,214,365,295,394
,137,367,212,394
,105,366,133,388
,58,366,101,394
,892,432,944,453
,862,432,888,455
,804,426,860,455
,722,426,802,455
,677,428,717,453
,632,428,674,448
,596,434,628,455
,566,432,592,455
,519,426,564,448
,500,426,515,453
,448,426,497,455
,424,432,445,453
,350,429,420,455
,248,426,347,455
,174,426,245,455
,127,426,170,455
,58,426,124,455
,892,487,945,516
,820,486,888,515
,775,487,817,515
,747,493,772,515
,681,487,744,513
,626,486,678,509
,598,493,623,515
,541,487,596,516
,457,487,538,515
,384,487,455,515
,337,493,381,515
,282,488,334,516
,257,493,278,514
,222,487,254,516
,170,492,218,515
,89,487,167,509
,59,487,86,509
,860,547,944,576
,803,547,854,576
,772,553,798,576
,703,547,768,576
,639,544,698,577
,586,553,634,577
,556,553,581,576
,507,553,551,576
,438,547,502,574
,353,547,432,576
,327,553,348,574
,280,548,322,576
,249,547,275,576
,210,547,254,576
,166,553,206,576
,146,557,161,576
,57,547,142,576
,880,607,944,637
,826,608,876,630
,746,608,823,636
,687,607,742,637
,638,610,684,636
,569,608,635,637
,517,607,565,637
,486,607,513,635
,453,614,483,637
,429,613,450,635
,384,609,425,635
,352,608,380,630
,304,608,347,636
,248,613,301,635
,220,614,245,637
,162,608,217,637
,79,608,160,637
,58,608,76,637
,886,668,944,696
,826,668,883,697
,759,668,822,697
,700,668,756,691
,682,678,697,697
,630,668,681,691
,577,674,627,691
,541,668,574,697
,462,668,538,697
,433,674,458,697
,383,674,431,697
,339,668,381,696
,277,666,336,698
,222,668,275,691
,199,674,220,695
,103,668,196,697
,58,668,100,697
,930,739,944,758
,910,743,928,751
,866,735,907,758
,813,729,863,752
,778,737,810,758
,749,735,774,758
,700,729,746,759
,614,729,697,758
,581,730,592,752
,510,729,576,758
,412,731,507,758
,382,735,408,758
,342,729,380,759
,295,734,338,758
,273,730,300,751
