word,x1,y1,x2,y2
,889,62,944,92
,839,62,883,92
,710,62,833,91
,638,62,705,92
,577,62,632,91
,556,62,572,89
,428,62,551,91
,370,64,423,91
,282,64,364,92
,212,67,276,92
,179,63,206,84
,133,66,173,91
,59,62,128,91
,922,132,944,152
,895,123,928,152
,880,132,893,152
,832,126,878,152
,764,122,829,151
,744,122,761,152
,716,129,741,152
,682,123,715,152
,627,123,679,150
,557,128,625,152
,481,128,555,152
,447,131,479,152
,429,123,444,150
,377,123,426,152
,354,128,375,150
,303,123,351,150
,275,129,300,152
,240,123,273,152
,191,122,238,152
,120,123,188,152
,58,123,118,152
,909,183,945,213
,886,193,907,212
,855,183,882,206
,784,183,850,212
,727,184,781,212
,603,183,725,212
,557,186,599,205
,503,183,554,206
,405,183,501,212
,360,184,403,212
,332,189,358,212
,295,184,330,210
,278,193,292,212
,244,187,277,212
,199,184,241,212
,132,183,197,205
,113,183,129,210
,58,184,110,212
,892,246,945,273
,804,246,886,273
,752,244,798,273
,678,244,746,273
,605,244,672,273
,544,244,600,273
,517,250,538,271
,412,244,511,273
,354,250,406,273
,334,253,348,273
,304,250,329,273
,271,244,299,273
,232,244,266,273
,193,244,226,273
,143,244,187,274
,77,244,137,273
,57,253,71,273
,877,305,944,333
,839,305,870,327
,805,306,835,333
,733,305,800,333
,707,310,728,332
,669,305,702,333
,609,307,666,327
,532,304,604,333
,467,304,527,333
,410,304,462,327
,390,305,405,332
,326,308,385,333
,307,314,321,333
,240,305,303,333
,183,305,235,332
,111,309,178,334
,58,307,106,334
,893,365,944,387
,824,365,889,394
,754,365,819,394
,724,371,750,394
,661,365,721,387
,605,373,656,394
,554,368,602,395
,480,365,549,395
,445,371,476,394
,414,365,441,387
,368,365,409,395
,345,365,364,394
,284,365,342,387
,229,365,279,395
,174,365,225,394
,120,369,170,394
,102,375,117,394
,59,365,99,392
,890,428,944,456
,824,426,887,455
,760,434,821,456
,742,436,757,455
,690,426,741,455
,630,430,688,455
,580,426,627,453
,523,426,578,455
,503,426,522,455
,410,431,500,455
,351,426,407,456
,298,426,348,448
,221,426,295,455
,179,426,219,455
,133,426,175,455
,114,426,130,453
,58,426,110,455
,930,496,944,515
,877,492,928,509
,808,486,873,516
,762,489,804,515
,702,487,767,514
,630,492,698,516
,572,486,626,516
,507,487,567,515
,452,487,503,509
,403,490,448,516
,366,487,399,516
,310,487,362,514
,239,492,306,516
,220,487,235,514
,157,491,216,515
,58,487,153,516
,917,544,945,576
,849,552,915,577
,819,547,847,569
,731,547,816,576
,712,547,728,574
,664,551,709,576
,628,547,661,576
,573,549,625,576
,508,547,570,576
,480,553,505,576
,413,547,478,576
,344,547,410,576
,316,553,341,576
,281,547,314,576
,218,547,278,569
,156,547,215,577
,120,555,153,576
,102,547,118,574
,59,547,99,576
,896,608,945,635
,874,608,891,630
,862,609,873,630
,793,608,856,637
,713,607,789,637
,684,614,709,637
,629,608,681,635
,557,612,624,637
,504,611,553,637
,453,605,501,630
,326,607,448,637
,270,607,321,630
,214,607,266,630
,125,608,210,637
,104,608,121,630
,58,608,100,636
,895,665,945,695
,861,669,872,691
,807,668,854,697
,784,668,803,697
,748,668,781,697
,654,668,743,697
,526,668,649,697
,504,668,522,697
,474,674,500,697
,419,668,471,695
,347,673,414,698
,294,671,342,698
,269,674,290,695
,164,668,264,697
,90,668,160,698
,58,668,86,690
,900,729,945,751
,882,729,897,756
,846,729,879,758
,801,733,842,758
,737,729,797,751
,673,737,734,759
,621,732,669,759
,588,733,618,758
,567,729,586,758
,506,733,564,758
,440,729,503,758
,364,735,437,758
,301,729,360,758
,260,732,297,751
