word,x1,y1,x2,y2
,1579,117,1603,165
,1519,116,1581,164
,1431,121,1509,165
,1314,116,1420,164
,1230,117,1304,166
,1180,128,1219,164
,1087,120,1171,165
,935,117,1077,164
,904,138,924,164
,898,116,907,152
,841,123,887,164
,718,116,832,166
,608,116,707,152
,626,126,642,136
,547,131,597,164
,509,116,536,164
,404,117,500,152
,352,116,394,164
,242,131,356,164
,200,127,231,161
,101,116,189,165
,1538,228,1604,277
,1386,228,1528,276
,1290,228,1376,277
,1265,223,1281,263
,1227,244,1269,277
,1132,228,1219,275
,1081,228,1125,272
,1031,228,1073,275
,1014,239,1035,263
,984,245,1004,275
,893,227,976,275
,845,239,884,275
,802,228,849,263
,811,237,827,247
,712,235,792,275
,685,245,705,275
,613,227,677,272
,505,227,603,277
,556,237,572,247
,393,227,496,275
,353,238,384,272
,288,227,343,275
,250,227,292,273
,190,227,241,276
,101,235,180,276
,1514,338,1604,374
,1532,348,1548,358
,1478,356,1498,386
,1407,339,1464,388
,1343,349,1391,374
,1261,339,1327,386
,1175,338,1245,386
,1096,345,1162,386
,1025,338,1080,386
,987,338,1028,384
,875,339,971,374
,818,338,860,386
,709,353,822,386
,609,339,693,386
,576,360,596,386
,529,343,579,374
,472,339,514,386
,439,350,476,374
,343,338,423,374
,361,348,377,358
,297,349,328,383
,207,338,281,374
,225,348,241,358
,101,339,192,387
,1461,449,1604,499
,1389,449,1451,497
,1251,449,1382,495
,1093,449,1241,497
,1042,450,1085,497
,941,450,1045,485
,866,450,932,485
,818,461,857,497
,744,450,810,497
,648,450,735,497
,619,467,639,497
,589,450,611,494
,499,461,580,497
,425,460,490,486
,319,450,417,497
,230,450,309,499
,152,450,221,499
,101,450,144,485
,1523,560,1604,610
,1487,574,1501,588
,1463,574,1477,588
,1435,562,1460,597
,1333,561,1423,608
,1316,572,1337,596
,1215,561,1301,609
,1171,577,1201,608
,1133,560,1174,606
,1063,560,1118,608
,1026,560,1067,606
,915,561,1011,596
,860,560,902,608
,750,575,864,608
,642,571,736,608
,495,564,627,609
,407,561,481,605
,425,570,441,580
,313,560,393,596
,331,570,347,580
,196,561,299,610
,100,560,182,608
,1562,672,1605,719
,1537,683,1566,707
,1476,671,1527,720
,1387,679,1466,720
,1362,667,1378,707
,1296,676,1365,719
,1185,671,1288,716
,1194,681,1210,691
,1084,671,1175,707
,1093,681,1109,691
,1033,672,1076,707
,920,675,1023,720
,891,693,911,719
,823,677,895,720
,707,685,813,719
,634,678,700,719
,569,671,624,719
,531,671,572,717
,506,667,522,707
,480,685,509,720
,450,693,470,719
,445,671,454,707
,404,682,435,716
,328,688,395,719
,296,681,332,707
,180,671,287,721
,151,693,171,719
,101,682,155,707
,1554,801,1603,833
,1515,784,1558,831
,1490,795,1519,819
,1429,798,1480,831
,1380,795,1419,831
,1299,783,1371,819
,1267,784,1289,828
,1192,784,1257,832
,1104,783,1182,828
,1058,785,1094,831
,1035,783,1062,831
,955,783,1026,819
,964,793,980,803
,852,783,944,831
,803,795,842,831
,706,783,794,832
,654,784,697,831
,564,784,657,819
,531,797,545,811
,502,785,529,820
,452,794,495,831
,429,783,456,831
,1516,917,1604,964
,1481,916,1509,964
,1448,916,1474,964
,1383,916,1451,966
,1233,917,1375,964
,1131,917,1223,964
,1091,927,1122,961
,1055,916,1082,964
,991,916,1059,966
,966,912,982,952
,928,933,969,966
,834,927,918,965
,737,921,825,964
,643,916,727,964
,608,916,634,964
,549,916,600,965
,486,927,540,964
,453,916,490,965
,395,918,443,953
,344,927,387,964
,321,916,348,964
,225,917,314,964
,180,928,219,964
,102,917,173,962
,1508,1028,1603,1063
,1455,1027,1497,1075
,1346,1042,1459,1075
,1295,1039,1334,1075
,1246,1030,1286,1075
,1214,1044,1250,1072
,1113,1027,1202,1076
,1082,1045,1102,1075
,987,1028,1073,1077
,937,1039,976,1075
,853,1027,927,1075
,773,1028,844,1063
,672,1027,761,1076
,589,1038,661,1072
,511,1032,578,1063
,459,1028,501,1063
,352,1028,447,1075
,335,1039,356,1063
,238,1031,323,1077
,188,1039,227,1075
,115,1038,178,1075
,101,1043,119,1063
,1588,1135,1604,1175
,1506,1140,1591,1187
,1412,1150,1497,1188
,1323,1139,1403,1175
,1341,1149,1357,1159
,1288,1140,1312,1176
,1268,1141,1283,1176
,1221,1141,1256,1187
,1198,1139,1224,1187
,1154,1139,1202,1175
,1022,1139,1145,1187
,974,1151,1013,1187
,884,1140,967,1184
,765,1150,875,1189
,793,1149,809,1159
,736,1161,756,1187
,679,1156,740,1189
,655,1135,671,1175
,593,1140,657,1175
,536,1157,584,1187
,511,1140,540,1175
,479,1150,513,1184
,381,1139,481,1187
,300,1139,372,1175
,309,1149,325,1159
,227,1139,291,1187
,99,1140,220,1187
,1578,1252,1600,1287
,1558,1252,1573,1287
,1429,1255,1541,1298
,1378,1262,1417,1298
,1328,1268,1367,1298
,1272,1250,1332,1300
,1178,1250,1259,1300
,1031,1251,1165,1300
,920,1251,1017,1300
,868,1262,907,1298
,774,1251,857,1295
,651,1261,761,1300
,679,1260,695,1270
,618,1272,638,1298
,561,1267,622,1300
,517,1261,548,1295
,381,1251,504,1295
,390,1260,406,1270
,293,1254,368,1286
,311,1260,327,1270
,195,1251,279,1299
,99,1250,181,1298
,1562,1362,1605,1409
,1537,1373,1566,1397
,1449,1361,1526,1409
,1401,1373,1441,1409
,1342,1361,1393,1410
,1264,1366,1331,1409
,1226,1362,1269,1397
,1134,1362,1216,1397
