word,x1,y1,x2,y2
,1562,128,1603,164
,1535,119,1565,161
,1445,118,1525,163
,1430,129,1449,152
,1351,117,1418,163
,1206,118,1339,163
,1217,124,1232,136
,1167,128,1193,163
,1146,119,1155,152
,1106,131,1146,166
,1006,133,1094,164
,972,128,1010,152
,926,134,960,165
,837,119,930,153
,848,124,863,136
,762,121,824,152
,668,119,749,153
,688,124,703,136
,633,134,656,161
,549,133,636,166
,482,119,536,163
,423,115,472,164
,398,129,427,153
,333,115,388,167
,274,134,321,164
,251,119,278,152
,222,128,252,163
,102,108,212,161
,1529,244,1603,299
,1457,246,1519,277
,1406,254,1447,286
,1391,244,1400,277
,1351,255,1391,291
,1253,258,1341,289
,1219,253,1257,277
,1170,244,1209,277
,1113,247,1170,291
,1060,240,1105,277
,1024,253,1052,288
,941,257,1016,289
,905,257,944,278
,916,249,931,261
,797,244,897,291
,705,244,787,298
,650,259,695,291
,592,246,641,289
,564,254,596,278
,535,254,547,270
,509,244,532,278
,493,244,507,277
,440,254,482,289
,413,244,444,286
,327,243,407,288
,311,254,330,277
,235,242,302,288
,154,244,226,278
,165,249,180,261
,102,240,146,277
,1569,369,1604,414
,1501,382,1573,405
,1512,374,1527,386
,1396,367,1491,407
,1367,379,1379,395
,1341,369,1364,402
,1324,369,1338,402
,1266,369,1314,414
,1219,379,1259,411
,1166,369,1212,411
,1107,367,1159,411
,1074,383,1097,411
,1026,379,1066,411
,999,369,1020,402
,945,378,999,413
,835,376,935,416
,749,371,826,413
,677,379,739,414
,621,357,681,403
,588,384,611,411
,530,371,592,416
,479,379,520,411
,400,366,472,403
,381,369,390,402
,341,381,381,416
,243,383,331,414
,209,378,247,402
,160,369,199,402
,102,372,160,416
,1569,494,1603,539
,1520,494,1572,550
,1490,487,1513,527
,1439,499,1493,527
,1348,494,1430,528
,1369,499,1384,511
,1584,651,1596,667
,1563,651,1575,667
,1542,641,1556,674
,1446,640,1530,687
,1382,646,1435,687
,1312,644,1386,688
,1219,641,1300,677
,1121,655,1207,686
,1031,641,1112,697
,1014,644,1031,676
,997,641,1006,674
,958,653,998,688
,898,656,946,686
,869,641,902,678
,779,637,859,688
,685,644,769,685
,696,646,711,658
,654,651,673,674
,597,637,657,686
,512,641,589,686
,415,655,501,688
,363,651,403,683
,256,644,355,688
,156,645,245,686
,103,637,147,674
,1520,766,1603,811
,1474,763,1511,802
,1456,766,1470,799
,1422,759,1445,799
,1373,763,1425,808
,1321,776,1361,808
,1291,759,1314,799
,1223,766,1295,799
,1148,766,1211,799
,1083,771,1136,812
,1021,769,1087,813
,979,781,1011,811
,935,755,985,811
,908,766,939,808
,839,768,900,800
,775,771,828,812
,713,769,779,813
,679,780,702,808
,566,766,671,808
,527,766,555,808
,430,766,516,813
,383,771,419,811
,329,775,387,799
,294,780,317,808
,182,766,286,810
,140,781,171,811
,102,766,143,808
,1568,896,1603,936
,1514,900,1572,924
,1401,879,1502,938
,1347,901,1389,936
,1248,887,1341,936
,1140,891,1240,925
,1151,896,1166,908
,1106,905,1129,933
,1016,888,1098,934
,961,887,1010,936
,936,901,965,925
,830,891,925,936
,788,906,818,936
,693,890,791,927
,581,880,685,924
,523,906,570,936
,493,891,526,928
,397,891,482,933
,347,901,389,936
,248,887,341,936
,140,879,240,938
,102,900,129,935
,1556,1031,1603,1061
,1526,1016,1559,1053
,1482,1021,1517,1061
,1395,1013,1486,1060
,1406,1021,1421,1033
,1304,1015,1387,1063
,1272,1030,1295,1058
,1213,1021,1266,1062
,1143,1019,1217,1063
,1062,1016,1134,1050
,1073,1021,1088,1033
,1011,1012,1055,1049
,961,1026,1001,1058
,934,1009,957,1049
,912,1019,937,1053
,811,1012,905,1061
,731,1016,805,1071
,676,1031,721,1063
,609,1005,669,1061
,584,1026,612,1050
,1551,1173,1603,1205
,1522,1163,1542,1207
,1435,1163,1511,1205
,1399,1172,1425,1207
,1370,1163,1391,1196
,1246,1151,1370,1205
,1173,1163,1236,1196
,1111,1168,1164,1209
,1049,1166,1115,1210
,956,1161,1040,1201
,920,1172,947,1207
,857,1170,911,1208
,827,1163,860,1200
,766,1168,819,1209
,703,1166,769,1210
,671,1177,694,1205
,631,1163,665,1196
,560,1173,631,1205
,511,1173,551,1205
,400,1167,504,1197
,411,1168,426,1180
,299,1166,390,1210
,254,1168,290,1208
,202,1160,258,1207
,102,1152,195,1197
,123,1168,138,1180
,1540,1285,1604,1321
,1440,1291,1532,1335
,1397,1293,1432,1333
,1357,1285,1401,1332
,1273,1291,1349,1332
,1190,1288,1264,1343
,1128,1293,1181,1334
,1066,1291,1132,1335
,1035,1302,1058,1330
,925,1288,1030,1330
,813,1280,917,1335
,780,1303,813,1333
,691,1291,775,1332
,702,1293,717,1305
,660,1302,683,1330
,645,1288,654,1321
,606,1299,646,1335
,532,1297,598,1333
,486,1298,526,1330
,389,1284,482,1333
,360,1302,383,1330
,277,1288,355,1325
,241,1288,268,1321
,178,1288,234,1333
,137,1297,181,1329
,102,1297,130,1332
,1524,1427,1603,1469
,1454,1412,1515,1461
,1409,1418,1445,1458
,1368,1422,1413,1454
,1323,1418,1359,1458
,1237,1410,1328,1457
,1248,1418,1263,1430
,1145,1412,1227,1460
,1112,1427,1135,1455
,1053,1418,1106,1459
,983,1416,1057,1460
,890,1409,975,1449
,849,1413,883,1458
,800,1413,852,1469
,709,1413,790,1447
,729,1418,744,1430
,613,1413,699,1455
,550,1418,603,1459
,480,1416,554,1460
,358,1401,470,1446
,270,1413,349,1455
,183,1412,260,1468
,127,1409,176,1458
,102,1423,131,1447
,1573,1553,1604,1583
,1491,1538,1576,1585
,1408,1538,1483,1582
,1348,1538,1411,1580
,1246,1538,1340,1585
,1215,1553,1238,1580
,1179,1543,1219,1582
,1084,1543,1172,1582
,1067,1538,1076,1571
,1033,1553,1067,1583
,1004,1538,1037,1575
,966,1538,996,1580
,907,1535,962,1583
,849,1543,902,1584
,787,1541,853,1585
,756,1552,779,1580
,716,1543,751,1583
,676,1535,720,1582
,586,1537,668,1585
,537,1548,578,1580
,510,1553,533,1580
,474,1543,513,1582
,403,1538,466,1580
,370,1538,393,1572
,354,1538,368,1571
,322,1538,345,1571
,290,1538,313,1572
,272,1538,286,1571
,169,1538,263,1585
,126,1538,161,1583
,99,1538,130,1580
,1554,1663,1603,1705
,1539,1673,1558,1696
,1487,1659,1532,1696
,1440,1663,1478,1704
,1341,1651,1440,1710
,1240,1663,1332,1705
,1222,1656,1245,1696
,1178,1678,1225,1708
,1086,1663,1171,1697
,1110,1668,1125,1680
,1042,1663,1077,1696
,919,1663,1032,1696
,879,1663,909,1705
,796,1673,873,1708
,707,1651,786,1708
,656,1678,701,1710
,582,1678,646,1719
,531,1659,575,1696
,458,1662,522,1708
,417,1663,462,1719
,386,1656,409,1696
,340,1663,389,1705
,256,1659,334,1707
,194,1668,247,1709
,132,1666,198,1710
,99,1677,122,1705
,1568,1793,1603,1833
,1529,1785,1572,1832
,1438,1787,1520,1835
,1388,1798,1428,1830
,1351,1803,1383,1833
,1298,1792,1354,1835
,1269,1798,1288,1821
,1209,1776,1269,1833
