word,x1,y1,x2,y2
,891,63,945,91
,862,69,889,90
,810,65,861,92
,919,149,944,170
,884,144,916,172
,825,144,881,177
,794,141,822,164
,763,144,789,165
,689,145,759,171
,672,144,687,171
,606,145,668,171
,550,144,604,170
,513,143,547,170
,457,145,510,172
,387,150,453,171
,369,151,385,170
,293,142,367,171
,216,141,290,171
,197,151,213,170
,137,144,195,172
,108,149,134,170
,59,144,106,170
,883,216,945,240
,829,213,879,240
,808,219,824,238
,746,217,805,245
,670,209,741,240
,613,212,666,240
,587,220,608,240
,546,206,593,240
,504,213,543,233
,455,215,500,240
,418,210,453,241
,355,212,414,238
,314,210,351,238
,295,219,311,238
,256,212,293,238
,174,212,252,240
,121,212,170,235
,59,211,117,241
,893,279,945,306
,847,278,893,308
,792,280,844,308
,774,288,790,306
,706,280,773,308
,688,280,703,307
,645,280,685,301
,590,280,642,306
,560,280,571,301
,512,279,557,312
,449,280,508,309
,427,285,446,307
,369,280,424,308
,326,280,362,301
,265,279,324,307
,210,280,261,307
,181,286,207,306
,121,279,179,309
,100,285,119,307
,59,287,98,308
,880,348,945,376
,848,356,878,377
,800,351,847,374
,753,348,798,381
,686,356,751,377
,594,347,684,376
,547,346,594,376
,518,348,546,374
,455,348,516,374
,421,348,453,377
,375,347,420,381
,353,348,374,369
,305,349,351,376
,269,346,311,370
,227,348,267,374
,166,348,225,377
,119,350,165,375
,58,347,117,372
,817,416,943,449
,770,413,816,437
,751,416,768,437
,718,416,750,445
,642,422,716,444
,619,416,640,437
,557,415,617,443
,515,417,555,442
,472,419,513,444
,405,413,471,442
,356,414,405,438
,320,422,354,442
,276,416,319,437
,238,416,275,438
,206,416,237,445
,148,416,204,449
,128,422,146,443
,58,420,126,444
,909,484,944,513
,888,492,904,511
,871,485,886,512
,804,486,867,512
,748,484,801,511
,710,483,744,511
,653,486,706,513
,583,491,648,512
,564,492,580,511
,517,487,561,512
,455,484,514,511
,414,482,452,511
,396,492,412,511
,357,485,393,511
,275,485,353,513
,250,493,271,512
,209,479,256,512
,176,492,206,513
,132,486,172,512
,111,484,128,505
,59,485,108,505
,893,553,945,585
,836,560,891,580
,770,553,834,580
,672,553,768,580
,630,553,670,578
,563,551,628,580
,482,554,561,581
,429,553,480,579
,373,553,427,586
,326,556,371,580
,291,551,325,582
,230,553,289,579
,192,551,229,579
,139,553,191,579
,59,553,137,581
,896,621,945,644
,836,620,893,650
,782,622,834,649
,728,621,780,647
,707,621,726,647
,661,616,704,650
,638,621,659,647
,561,626,637,649
,507,622,559,649
,465,621,505,647
,386,621,463,647
,327,619,384,648
,259,622,326,649
,241,629,257,647
,184,615,241,643
,155,627,182,647
,111,619,154,647
,59,622,110,649
,890,688,945,718
,802,692,889,718
,748,691,801,717
,695,689,747,715
,647,695,693,717
,578,689,646,716
,525,692,576,715
,469,688,523,715
,429,689,467,717
,376,683,429,717
,331,695,374,715
,293,688,331,713
,251,689,291,715
,207,689,249,717
,154,689,206,717
,132,697,153,717
,100,689,132,717
,59,695,99,717
,928,757,944,778
,851,763,925,785
,808,757,848,783
,746,757,805,786
,716,763,743,783
,672,756,715,778
,602,757,669,780
,549,757,598,780
,531,765,547,783
,502,763,529,783
,457,762,501,783
,414,757,454,783
,344,757,411,780
,280,756,341,784
,236,760,277,785
,214,757,233,783
,166,754,213,783
,116,755,166,779
,80,763,113,783
,59,763,77,784
,906,832,944,853
,839,825,903,853
,806,825,835,851
,771,824,805,852
,738,827,768,853
,702,823,744,847
,639,825,699,854
,565,823,636,854
,508,825,563,853
,457,825,506,852
,428,831,454,851
,379,826,426,852
,315,829,376,854
,261,827,312,854
,210,825,259,851
,168,823,208,853
,149,833,165,852
,93,825,147,853
,59,825,90,854
,870,899,944,921
,789,895,868,922
,726,897,787,922
,708,901,724,920
,636,899,707,920
,587,892,634,921
,514,891,585,922
,451,892,512,921
,420,902,449,922
,374,891,418,914
,356,901,372,920
,335,894,355,920
,289,893,334,923
,229,893,287,917
,150,894,226,922
,132,901,148,920
,59,894,131,921
,903,964,944,990
,880,962,901,988
,850,962,875,983
