word,x1,y1,x2,y2
,892,62,945,91
,867,68,888,89
,796,66,862,91
,740,68,791,91
,721,72,735,91
,680,62,716,91
,643,65,676,84
,612,63,639,84
,571,68,607,92
,524,62,567,84
,456,62,519,92
,404,65,451,91
,345,62,400,91
,299,62,341,91
,216,62,294,84
,187,62,211,89
,161,68,182,89
,96,62,157,92
,58,62,91,91
,900,123,944,152
,859,123,895,152
,817,129,853,152
,771,123,813,151
,702,122,767,145
,659,123,697,151
,623,123,650,145
,563,128,618,152
,482,123,558,152
,422,123,477,145
,367,123,416,145
,309,123,362,150
,246,122,304,152
,149,123,241,152
,84,123,144,152
,59,128,80,150
,896,183,944,210
,829,184,891,212
,770,183,824,212
,734,184,761,206
,675,189,730,212
,610,184,670,212
,549,183,604,213
,502,186,544,205
,472,189,498,212
,406,183,468,213
,341,184,401,213
,277,183,335,212
,251,189,272,210
,190,183,246,213
,170,193,184,212
,90,183,167,206
,58,181,85,212
,894,244,944,266
,822,244,891,273
,761,244,818,273
,724,244,757,273
,677,244,722,274
,602,244,674,273
,577,250,598,271
,513,244,575,273
,450,244,511,273
,433,253,447,273
,343,244,430,273
,322,244,340,273
,270,250,319,273
,204,244,267,273
,187,253,201,273
,112,249,184,273
,59,250,108,273
,919,311,945,333
,864,305,918,333
,809,305,863,327
,764,305,807,327
,729,312,761,333
,710,305,725,332
,667,305,708,333
,616,304,664,331
,555,305,613,333
,507,304,552,334
,432,305,505,333
,393,305,430,332
,365,310,391,333
,338,310,363,333
,283,306,335,333
,237,308,280,333
,187,307,235,326
,170,314,184,333
,109,308,168,332
,58,305,106,334
,893,365,945,394
,835,365,890,394
,791,365,834,394
,763,371,788,394
,709,367,761,394
,664,369,706,394
,613,367,661,387
,557,371,611,394
,512,366,552,388
,443,365,508,394
,386,365,440,394
,334,371,384,394
,306,371,331,394
,252,365,305,394
,200,365,250,394
,170,365,198,387
,149,365,167,394
,114,365,147,394
,58,365,112,394
,902,427,942,449
,829,426,894,455
,770,426,825,455
,707,426,766,455
,682,432,703,453
,627,426,677,456
,584,426,623,456
,565,436,579,455
,496,426,561,456
,477,436,491,455
,438,426,473,453
,368,426,433,455
,309,426,363,455
,232,426,305,455
,214,436,228,455
,172,426,210,455
,152,436,167,455
,97,434,148,456
,59,423,93,455
,895,487,944,509
,847,487,892,516
,794,487,844,516
,718,486,792,515
,660,486,716,516
,630,487,657,509
,602,493,627,515
,532,487,600,514
,477,487,528,515
,438,486,475,515
,390,486,436,515
,344,491,387,515
,294,489,342,509
,264,484,292,516
,225,487,261,514
,166,487,222,515
,59,486,163,514
,882,547,944,577
,829,547,876,577
,777,549,823,576
,717,547,773,576
,670,549,711,574
,615,547,666,569
,557,547,611,576
,499,547,553,576
,452,547,494,576
,393,553,447,576
,356,548,372,570
,287,547,352,576
,227,547,282,576
,157,547,223,577
,125,547,152,569
,99,547,119,569
,58,547,94,574
,897,610,944,630
,865,605,892,637
,843,608,861,637
,796,612,838,636
,744,608,792,637
,712,608,740,630
,675,607,708,637
,639,608,671,637
,617,608,635,637
,593,613,613,635
,563,614,588,636
,510,608,559,636
,474,617,505,637
,428,607,469,637
,376,607,423,637
,335,608,371,630
,313,608,330,635
,260,608,309,635
,210,615,255,637
,143,608,206,637
,97,610,138,636
,79,617,93,636
,58,608,75,635
,904,665,945,690
,827,668,900,697
,796,666,823,697
,776,668,794,697
,725,668,773,698
,666,674,722,697
,603,668,663,697
,579,674,600,695
,527,668,576,695
,474,668,524,690
,429,668,470,697
,377,670,425,690
,329,668,374,697
,301,674,327,697
,215,668,299,697
,165,670,211,698
,124,668,162,697
,59,672,121,695
,902,729,945,758
,839,736,895,758
,773,729,832,758
,720,736,766,758
,651,729,714,759
,602,733,644,758
,547,732,594,751
,466,729,540,758
,395,734,461,759
,374,739,388,758
,313,729,368,758
,276,736,306,759
,243,735,269,758
,140,729,237,758
,58,729,133,758
,856,787,945,819
,791,791,853,819
,703,790,788,819
,686,799,700,819
,630,790,684,819
,560,795,627,819
