word,x1,y1,x2,y2
,1579,117,1603,165
,1503,117,1581,164
,1476,112,1492,152
,1450,130,1479,165
,1418,138,1438,164
,1413,116,1422,152
,1346,116,1401,164
,1299,116,1350,166
,1238,134,1287,166
,1155,117,1241,166
,1093,131,1143,164
,1005,116,1080,166
,953,117,995,164
,927,128,957,152
,877,128,916,164
,783,120,868,165
,676,123,771,161
,685,126,701,136
,617,128,665,166
,584,117,606,161
,456,116,572,165
,387,117,444,164
,334,117,391,165
,291,133,322,164
,236,117,295,152
,205,134,225,164
,102,127,195,164
,1584,249,1604,275
,1548,229,1588,277
,1454,231,1539,277
,1414,244,1445,275
,1376,227,1418,273
,1246,227,1368,275
,1264,237,1280,247
,1200,239,1239,275
,1136,228,1194,275
,1088,227,1130,275
,1041,229,1092,263
,965,232,1032,263
,932,228,956,263
,907,223,923,263
,881,241,910,276
,852,249,872,275
,847,227,856,263
,783,227,838,275
,735,227,786,277
,641,228,727,277
,582,242,632,275
,534,239,573,275
,454,227,527,263
,296,228,445,277
,170,244,286,275
,179,237,195,247
,106,227,161,275
,101,227,110,263
,1583,356,1603,386
,1450,338,1573,386
,1340,342,1437,388
,1300,338,1327,386
,1185,339,1290,383
,1194,348,1210,358
,1107,339,1173,384
,1043,338,1094,387
,945,342,1030,387
,902,349,933,383
,820,340,889,386
,837,348,853,358
,756,339,823,374
,677,339,744,384
,580,342,665,387
,422,342,567,388
,320,339,409,388
,229,338,307,386
,197,360,217,386
,132,350,200,388
,100,356,120,386
,1526,457,1603,497
,1486,460,1517,494
,1360,456,1476,494
,1369,459,1385,469
,1254,450,1350,497
,1211,449,1258,498
,1124,450,1202,497
,1110,465,1128,485
,1078,450,1100,494
,994,450,1069,485
,890,449,985,497
,808,463,880,498
,696,450,799,498
,667,467,687,497
,493,449,659,499
,405,454,483,498
,346,450,397,497
,316,450,350,485
,286,467,306,497
,252,475,279,485
,223,471,243,497
,218,449,227,485
,181,449,208,497
,153,461,174,485
,99,449,154,497
,1576,560,1603,608
,1504,561,1580,608
,1513,570,1529,580
,1426,561,1492,606
,1356,561,1413,608
,1303,561,1360,609
,1226,564,1290,605
,1235,570,1251,580
,1133,560,1213,596
,1035,561,1122,608
,986,572,1024,608
,909,561,975,608
,871,562,893,597
,822,562,870,597
,804,562,819,597
,758,577,789,608
,692,565,762,608
,666,572,696,596
,632,574,646,588
,605,562,628,597
,585,562,600,597
,493,564,569,596
,502,570,518,580
,450,571,480,605
,390,561,437,608
,327,562,395,605
,336,570,352,580
,276,572,315,608
,223,561,280,609
,134,561,211,608
,101,560,138,609
,1529,672,1605,719
,1486,688,1530,721
,1435,672,1478,719
,1345,672,1439,707
,1245,671,1336,719
,1123,676,1235,721
,1012,685,1114,720
,913,675,1002,720
,828,671,904,719
,780,683,819,719
,669,678,773,707
,678,681,694,691
,638,672,660,716
,528,671,629,717
,425,672,520,716
,313,671,415,721
,341,681,357,691
,230,672,303,707
,180,682,221,707
,102,688,181,719
,111,681,127,691
,1496,784,1605,831
,1384,783,1481,828
,1285,788,1369,831
,1245,783,1272,831
,1168,795,1233,831
,1112,783,1172,833
,1077,801,1097,831
,939,784,1065,831
,801,784,925,831
,700,784,786,833
,663,784,685,828
,575,784,648,819
,441,794,560,831
,450,793,466,803
,351,784,428,831
,298,795,337,831
,196,783,285,832
,100,783,182,831
,1505,894,1604,930
,1522,904,1538,914
,1372,895,1496,942
,1276,895,1362,944
,1239,894,1266,942
,1136,894,1232,940
,1197,904,1213,914
,1043,899,1127,944
,927,895,1034,942
,842,895,918,942
,794,906,832,942
,701,895,788,942
,673,912,693,942
,577,894,666,943
,454,895,568,930
,387,895,444,943
,328,895,380,942
,258,906,321,942
,207,894,248,930
,178,912,198,942
,101,896,170,944
,1554,1023,1603,1055
,1487,1017,1541,1053
,1435,1017,1474,1053
,1375,1010,1423,1053
,1324,1005,1379,1050
,1235,1006,1311,1055
,1180,1006,1222,1041
,1150,1001,1166,1041
,1106,1006,1153,1053
,967,1006,1094,1054
,862,1012,953,1053
,880,1015,896,1025
,784,1010,850,1041
,724,1012,770,1053
,626,1006,713,1042
,579,1006,612,1041
,545,1023,565,1053
,468,1017,533,1053
,412,1005,472,1055
,333,1009,398,1053
,299,1027,319,1053
,294,1005,303,1041
,250,1022,280,1053
,212,1005,253,1051
,101,1006,199,1053
,144,1015,160,1025
,1496,1117,1604,1164
,1467,1134,1487,1164
,1377,1128,1460,1164
,1290,1117,1368,1164
,1257,1116,1294,1165
,1175,1116,1248,1152
,1078,1127,1166,1152
,1019,1131,1069,1164
,988,1117,1009,1161
,894,1121,978,1164
,859,1116,886,1164
,745,1117,852,1166
,715,1134,735,1164
,644,1128,708,1164
,587,1116,647,1166
,454,1117,578,1164
,348,1117,444,1166
,257,1117,338,1161
,206,1117,249,1164
,181,1128,210,1152
,156,1112,172,1152
,101,1123,159,1165
,1562,1228,1605,1263
,1487,1238,1551,1275
,1384,1228,1475,1275
,1249,1228,1373,1275
,1151,1228,1237,1277
,1101,1239,1140,1275
,1050,1227,1091,1275
,1018,1227,1054,1276
,895,1227,1006,1277
,862,1228,884,1272
,777,1227,851,1275
,681,1228,769,1275
,579,1228,686,1263
,598,1237,614,1247
,503,1239,568,1275
,446,1227,506,1277
,413,1228,435,1272
,363,1245,401,1275
,326,1239,367,1277
,275,1239,314,1275
,208,1242,266,1275
,175,1227,212,1276
,131,1228,165,1263
,99,1245,119,1275
,1556,1354,1603,1387
,1497,1339,1559,1375
,1407,1339,1487,1375
,1424,1349,1440,1359
